timestamp,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,mode_switch,return_switch,rattitude_switch,posctl_switch,loiter_switch,acro_switch,offboard_switch,kill_switch,arm_switch,transition_switch,gear_switch,mode_slot,data_source,stab_switch,man_switch
80469592,-7.36E-20,0,0.4831325,3.10E-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80489572,6.12E-21,0,0.4831325,6.21E-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80513885,1.67E-20,0,0.4831325,-3.77E-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80533568,4.96E-21,0,0.4831325,-2.61E-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80553893,-1.43E-21,0,0.4831325,-2.26E-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80577602,-1.50E-21,0,0.4831325,4.27E-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80597574,-2.74E-22,0,0.4831325,2.02E-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80618601,1.93E-22,0,0.4831325,-8.95E-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80642353,1.25E-22,0,0.4831325,-4.29E-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80666718,8.44E-24,0,0.4831325,-1.41E-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80687187,-2.13E-23,0,0.4831325,3.19E-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80707377,-9.54E-24,0,0.4831325,3.94E-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80727180,6.54E-25,0,0.4831325,8.31E-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80747156,2.11E-24,0,0.4831325,-4.64E-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80767497,6.51E-25,0,0.4831325,-3.34E-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80787158,-1.72E-25,0,0.4831325,-3.26E-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80811150,-1.91E-25,0,0.4831325,5.34E-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80835192,-3.69E-26,0,0.4831325,2.61E-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80855360,2.38E-26,0,0.4831325,-8.05E-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80879134,1.60E-26,0,0.4831325,-5.41E-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80899131,1.26E-27,0,0.4831325,-1.84E-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80923345,-2.67E-27,0,0.4831325,3.79E-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80947506,-1.23E-27,0,0.4831325,5.01E-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80971165,6.71E-29,0,0.4831325,1.11E-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
80995173,2.66E-28,0,0.4831325,-5.71E-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
81015195,8.53E-29,0,0.4831325,-4.28E-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
81035170,-2.06E-29,0,0.4831325,-4.64E-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
81055455,-2.43E-29,0,0.4831325,6.67E-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
81076802,-4.95E-30,0,0.4831325,3.37E-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
81096808,2.94E-30,0,0.4831325,-5.98E-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
81116796,2.05E-30,0,0.4831325,-6.82E-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
