timestamp,P_X,P_Y,P_Z,time_utc_usec,lat,lon,alt,alt_ellipsoid,pos_itow,s_variance_m_s,c_variance_rad,fix_quality,sAcc,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,status0,status1,fix_type,vel_ned_valid,satellites_used,gps_kind
6821303,0,0,0,1540448233923603,282418752,1129934318,129286,0,368251400,0.22200002,2.3965018,0,0,2.288,4.2640004,0.59,1.23,101,138,0.034,-0.033,-0.007,-0.035,0.0,0,0,0,3,1,18,0
7036593,0,0,0,1540448233923603,282418750,1129934318,129293,0,368251600,0.24900001,2.3965044,0,0,2.2050002,4.111,0.62,1.28,101,138,0.026,-0.025,-0.009000001,-0.056,0.0,0,0,0,3,1,17,0
7233587,0,0,0,1540448233923603,282418751,1129934317,129271,0,368251800,0.256,2.3965073,0,0,2.128,3.9730003,0.59,1.23,108,139,0.028,-0.028,-0.001,-0.083000004,0.0,0,0,0,3,1,18,0
7440563,0,0,0,1540448234923668,282418748,1129934313,129266,0,368252000,0.14600001,2.396509,0,0,2.058,3.8450003,0.59,1.23,108,139,0.035,-0.033,-0.013,-0.004,0.0,0,0,0,3,1,18,0
7634673,0,0,0,1540448234923668,282418748,1129934313,129274,0,368252200,0.216,2.3965116,0,0,1.9990001,3.729,0.59,1.23,108,139,0.029000001,-0.003,0.029000001,-0.024,0.0,0,0,0,3,1,18,0
7829523,0,0,0,1540448234923668,282418750,1129934316,129341,0,368252400,0.254,2.3965142,0,0,1.9380001,3.6200001,0.59,1.23,108,139,0.027,-0.004,-0.026,0.07700001,0.0,0,0,0,3,1,18,0
8028524,0,0,0,1540448234923668,282418748,1129934316,129295,0,368252600,0.22200002,2.3965168,0,0,1.8830001,3.522,0.62,1.28,108,139,0.067,0.009000001,0.067,-0.075,0.0,0,0,0,3,1,17,0
8220566,0,0,0,1540448234923668,282418749,1129934317,129290,0,368252800,0.223,2.3965194,0,0,1.8320001,3.4310002,0.59,1.23,108,143,0.026,0.026,0.0,0.030000001,0.0,0,0,0,3,1,18,0
8429615,0,0,0,1540448235923734,282418752,1129934318,129267,0,368253000,0.21800001,2.3965218,0,0,1.7850001,3.3450003,0.59,1.23,108,143,0.071,0.043,0.057000004,0.108,0.0,0,0,0,3,1,18,0
8633588,0,0,0,1540448235923734,282418754,1129934319,129294,0,368253200,0.23900001,2.3965244,0,0,1.743,3.2670002,0.59,1.23,108,143,0.035,0.008,0.034,0.120000005,0.0,0,0,0,3,1,18,0
8831990,0,0,0,1540448235923734,282418756,1129934319,129307,0,368253400,0.178,2.3965266,0,0,1.7030001,3.1940002,0.59,1.23,108,143,0.081,-0.037,-0.072000004,-0.059000004,0.0,0,0,0,3,1,18,0
9025515,0,0,0,1540448235923734,282418757,1129934320,129322,0,368253600,0.24800001,2.3965292,0,0,1.6660001,3.1260002,0.62,1.28,108,143,0.016,-0.014,0.006,0.117000006,0.0,0,0,0,3,1,17,0
9230835,0,0,0,1540448235923734,282418759,1129934323,129330,0,368253800,0.11400001,2.3965306,0,0,1.6320001,3.0630002,0.62,1.28,108,147,0.034,-0.013,0.031000001,0.002,0.0,0,0,0,3,1,17,0
9435583,0,0,0,1540448236923799,282418759,1129934325,129352,0,368254000,0.157,2.3965323,0,0,1.6,3.0040002,0.62,1.28,108,147,0.076000005,0.043,0.062000003,-0.027,0.0,0,0,0,3,1,17,0
9637518,0,0,0,1540448236923799,282418761,1129934326,129353,0,368254200,0.25,2.3965352,0,0,1.5690001,2.9480002,0.62,1.28,108,147,0.065000005,0.049000002,-0.043,0.119,0.0,0,0,0,3,1,17,0
9832583,0,0,0,1540448236923799,282418762,1129934326,129333,0,368254400,0.21000001,2.3965375,0,0,1.5430001,2.897,0.62,1.28,108,147,0.09900001,0.098000005,-0.013,0.057000004,0.0,0,0,0,3,1,17,0
10033522,0,0,0,1540448236923799,282418762,1129934327,129332,0,368254600,0.16600001,2.3965397,0,0,1.5170001,2.8470001,0.59,1.23,108,147,0.089,-0.030000001,0.08400001,-0.024,0.0,0,0,0,3,1,18,0
10237786,0,0,0,1540448236923799,282418763,1129934325,129391,0,368254800,0.17300001,2.3965414,0,0,1.4940001,2.8060002,0.59,1.23,115,147,0.127,0.003,-0.127,0.020000001,0.0,0,0,0,3,1,18,0
10439385,0,0,0,1540448237923865,282418763,1129934322,129447,0,368255000,0.14,2.3965433,0,0,1.4710001,2.7680001,0.59,1.23,115,147,0.046000004,0.045,0.009000001,0.007,0.0,0,0,0,3,1,18,0
10639806,0,0,0,1540448237923865,282418763,1129934320,129470,0,368255200,0.23500001,2.396546,0,0,1.4490001,2.73,0.59,1.23,115,147,0.022000002,-0.016,-0.015000001,0.036000002,0.0,0,0,0,3,1,18,0
10829565,0,0,0,1540448237923865,282418762,1129934319,129508,0,368255400,0.14600001,2.3965473,0,0,1.4280001,2.6940002,0.59,1.23,115,147,0.026,0.015000001,-0.021000002,0.004,0.0,0,0,0,3,1,18,0
11034621,0,0,0,1540448237923865,282418761,1129934319,129583,0,368255600,0.172,2.3965495,0,0,1.4080001,2.66,0.59,1.23,115,147,0.051000003,0.009000001,0.05,-0.017,0.0,0,0,0,3,1,18,0
11232570,0,0,0,1540448237923865,282418758,1129934321,129643,0,368255800,0.215,2.3965518,0,0,1.388,2.6230001,0.59,1.23,115,136,0.038000003,-0.027,-0.027,-0.044000003,0.0,0,0,0,3,1,18,0
11444519,0,0,0,1540448238923930,282418758,1129934319,129671,0,368256000,0.238,2.3965545,0,0,1.368,2.588,0.59,1.23,115,136,0.05,0.030000001,-0.040000003,0.067,0.0,0,0,0,3,1,18,0
11627538,0,0,0,1540448238923930,282418759,1129934320,129714,0,368256200,0.23,2.396557,0,0,1.35,2.555,0.62,1.28,115,136,0.009000001,-0.009000001,0.001,0.023000002,0.0,0,0,0,3,1,17,0
11828587,0,0,0,1540448238923930,282418759,1129934320,129745,0,368256400,0.20400001,2.3965592,0,0,1.332,2.5240002,0.62,1.28,115,136,0.037,-0.011000001,-0.035,-0.041,0.0,0,0,0,3,1,17,0
12032524,0,0,0,1540448238923930,282418761,1129934320,129772,0,368256600,0.26000002,2.3965623,0,0,1.3160001,2.493,0.62,1.28,115,136,0.011000001,0.0050000004,-0.010000001,0.041,0.0,0,0,0,3,1,17,0
12233589,0,0,0,1540448238923930,282418763,1129934320,129794,0,368256800,0.17500001,2.3965645,0,0,1.3000001,2.4640002,0.62,1.28,115,140,0.013,-0.013,-0.001,-0.0050000004,0.0,0,0,0,3,1,17,0
12432239,0,0,0,1540448239923996,282418765,1129934319,129786,0,368257000,0.22200002,2.3965669,0,0,1.284,2.434,0.62,1.28,115,140,0.056,-0.035,-0.044000003,0.067,0.0,0,0,0,3,1,17,0
12634647,0,0,0,1540448239923996,282418766,1129934320,129866,0,368257200,0.126,2.3965683,0,0,1.268,2.4060001,0.62,1.28,115,140,0.061000004,0.015000001,-0.059000004,0.003,0.0,0,0,0,3,1,17,0
12834612,0,0,0,1540448239923996,282418769,1129934320,129878,0,368257400,0.16000001,2.3965704,0,0,1.2550001,2.378,0.62,1.28,115,140,0.045,0.030000001,0.034,0.0,0.0,0,0,0,3,1,17,0
13037885,0,0,0,1540448239923996,282418772,1129934321,129933,0,368257600,0.15400001,2.396572,0,0,1.2440001,2.355,0.62,1.28,115,140,0.094000004,0.09,0.028,-0.017,0.0,0,0,0,3,1,17,0
13235630,0,0,0,1540448239923996,282418774,1129934320,129959,0,368257800,0.157,2.396574,0,0,1.233,2.334,0.62,1.28,115,137,0.14,-0.038000003,-0.135,0.002,0.0,0,0,0,3,1,17,0
13430673,0,0,0,1540448240924061,282418776,1129934318,129958,0,368258000,0.22000001,2.3965764,0,0,1.223,2.315,0.59,1.23,115,137,0.020000001,-0.016,0.013,-0.016,0.0,0,0,0,3,1,18,0
13633585,0,0,0,1540448240924061,282418777,1129934319,130001,0,368258200,0.24700001,2.3965793,0,0,1.213,2.299,0.59,1.23,115,137,0.044000003,0.033,0.029000001,0.07700001,0.0,0,0,0,3,1,18,0
13830761,0,0,0,1540448240924061,282418777,1129934319,130040,0,368258400,0.28,2.3965824,0,0,1.205,2.283,0.62,1.28,115,137,0.016,-0.016,0.002,0.125,0.0,0,0,0,3,1,17,0
14033810,0,0,0,1540448240924061,282418776,1129934320,130094,0,368258600,0.18400002,2.3965845,0,0,1.195,2.2640002,0.59,1.23,115,137,0.079,-0.07700001,-0.018000001,-0.040000003,0.0,0,0,0,3,1,18,0
14233518,0,0,0,1540448240924061,282418775,1129934318,130097,0,368258800,0.20600002,2.396587,0,0,1.1860001,2.243,0.59,1.23,115,139,0.128,0.022000002,-0.126,0.083000004,0.0,0,0,0,3,1,18,0
14438676,0,0,0,1540448241924127,282418773,1129934314,130101,0,368259000,0.177,2.396589,0,0,1.176,2.2220001,0.59,1.23,115,139,0.13100001,-0.078,-0.105000004,-0.003,0.0,0,0,0,3,1,18,0
14630633,0,0,0,1540448241924127,282418771,1129934312,130133,0,368259200,0.23300001,2.3965917,0,0,1.167,2.204,0.59,1.23,115,139,0.045,-0.001,-0.045,0.048,0.0,0,0,0,3,1,18,0
14831668,0,0,0,1540448241924127,282418769,1129934308,130093,0,368259400,0.21100001,2.3965943,0,0,1.156,2.1820002,0.59,1.23,115,139,0.057000004,-0.053000003,0.020000001,-0.049000002,0.0,0,0,0,3,1,18,0
15231541,0,0,0,1540448241924127,282418767,1129934306,130140,0,368259800,0.22500001,2.3965993,0,0,1.138,2.1460001,0.59,1.23,115,143,0.07300001,0.028,0.067,-0.068,0.0,0,0,0,3,1,18,0
15453519,0,0,0,1540448242924193,282418767,1129934304,130109,0,368260000,0.17500001,2.3966014,0,0,1.13,2.1290002,0.59,1.23,115,143,0.051000003,-0.026,-0.044000003,0.012,0.0,0,0,0,3,1,18,0
15633516,0,0,0,1540448242924193,282418768,1129934305,130139,0,368260200,0.22700001,2.3966043,0,0,1.1220001,2.112,0.59,1.23,115,143,0.13800001,0.068,0.120000005,-0.12900001,0.0,0,0,0,3,1,18,0
15831664,0,0,0,1540448242924193,282418768,1129934304,130135,0,368260400,0.13800001,2.3966057,0,0,1.113,2.095,0.59,1.23,115,143,0.031000001,0.014,-0.028,-0.018000001,0.0,0,0,0,3,1,18,0
16025512,0,0,0,1540448242924193,282418768,1129934302,130104,0,368260600,0.246,2.3966086,0,0,1.105,2.0770001,0.59,1.23,115,143,0.002,-0.001,0.001,0.056,0.0,0,0,0,3,1,18,0
16234687,0,0,0,1540448242924193,282418768,1129934302,130119,0,368260800,0.17400001,2.3966105,0,0,1.0960001,2.0630002,0.59,1.23,116,137,0.104,0.086,0.060000002,-0.05,0.0,0,0,0,3,1,18,0
16439885,0,0,0,1540448243924258,282418767,1129934301,130124,0,368261000,0.23200001,2.3966134,0,0,1.0890001,2.0500002,0.59,1.23,116,137,0.082,-0.021000002,-0.079,0.078,0.0,0,0,0,3,1,18,0
16633522,0,0,0,1540448243924258,282418765,1129934297,130073,0,368261200,0.21700001,2.3966157,0,0,1.0810001,2.038,0.59,1.23,116,137,0.133,-0.049000002,-0.123,0.09200001,0.0,0,0,0,3,1,18,0
16832802,0,0,0,1540448243924258,282418763,1129934295,130029,0,368261400,0.264,2.3966188,0,0,1.075,2.029,0.59,1.23,116,137,0.019000001,-0.007,0.018000001,0.054,0.0,0,0,0,3,1,18,0
17031526,0,0,0,1540448243924258,282418762,1129934293,129990,0,368261600,0.246,2.3966217,0,0,1.069,2.0210001,0.59,1.23,116,137,0.047000002,-0.008,-0.046000004,0.035,0.0,0,0,0,3,1,18,0
17233513,0,0,0,1540448243924258,282418760,1129934294,130033,0,368261800,0.16700001,2.3966238,0,0,1.062,2.0110002,0.59,1.23,115,136,0.095000006,0.040000003,0.086,-0.010000001,0.0,0,0,0,3,1,18,0
17450987,0,0,0,1540448244924324,282418759,1129934294,130054,0,368262000,0.28800002,2.396627,0,0,1.056,2.002,0.59,1.23,115,136,0.047000002,0.024,0.041,-0.116000004,0.0,0,0,0,3,1,18,0
17631664,0,0,0,1540448244924324,282418757,1129934293,130062,0,368262200,0.23400001,2.3966298,0,0,1.0500001,1.9920001,0.59,1.23,115,136,0.08800001,-0.07,-0.052,-0.104,0.0,0,0,0,3,1,18,0
17831606,0,0,0,1540448244924324,282418756,1129934293,130086,0,368262400,0.28,2.396633,0,0,1.0430001,1.9810001,0.59,1.23,115,136,0.041,0.025,0.033,-0.126,0.0,0,0,0,3,1,18,0
18032554,0,0,0,1540448244924324,282418756,1129934293,130098,0,368262600,0.135,2.3966346,0,0,1.0370001,1.9710001,0.59,1.23,115,136,0.019000001,0.009000001,-0.017,-0.009000001,0.0,0,0,0,3,1,18,0
18236519,0,0,0,1540448244924324,282418755,1129934292,130097,0,368262800,0.279,2.396638,0,0,1.031,1.96,0.59,1.23,107,142,0.037,-0.008,0.037,-0.127,0.0,0,0,0,3,1,18,0
18431520,0,0,0,1540448245924389,282418754,1129934292,130110,0,368263000,0.256,2.3966405,0,0,1.0250001,1.9490001,0.59,1.23,107,142,0.020000001,0.002,-0.020000001,0.028,0.0,0,0,0,3,1,18,0
18624535,0,0,0,1540448245924389,282418753,1129934291,130087,0,368263200,0.123,2.396642,0,0,1.019,1.9380001,0.59,1.23,107,142,0.020000001,-0.006,0.019000001,0.003,0.0,0,0,0,3,1,18,0
18832549,0,0,0,1540448245924389,282418753,1129934290,130092,0,368263400,0.120000005,2.3966434,0,0,1.013,1.9260001,0.59,1.23,107,142,0.031000001,0.024,-0.020000001,-0.014,0.0,0,0,0,3,1,18,0
19035520,0,0,0,1540448245924389,282418752,1129934290,130111,0,368263600,0.18100001,2.3966455,0,0,1.006,1.9160001,0.59,1.23,107,142,0.015000001,-0.007,0.013,0.016,0.0,0,0,0,3,1,18,0
19235931,0,0,0,1540448245924389,282418752,1129934290,130103,0,368263800,0.263,2.3966482,0,0,1.001,1.9050001,0.59,1.23,100,130,0.010000001,0.004,-0.009000001,0.056,0.0,0,0,0,3,1,18,0
19443513,0,0,0,1540448246924455,282418751,1129934290,130106,0,368264000,0.171,2.3966503,0,0,0.99600005,1.8950001,0.59,1.23,100,130,0.045,0.028,0.035,-0.011000001,0.0,0,0,0,3,1,18,0
19634789,0,0,0,1540448246924455,282418751,1129934290,130133,0,368264200,0.17600001,2.3966522,0,0,0.99000007,1.886,0.59,1.23,100,130,0.044000003,0.039,-0.022000002,-0.045,0.0,0,0,0,3,1,18,0
19834683,0,0,0,1540448246924455,282418750,1129934289,130108,0,368264400,0.187,2.3966541,0,0,0.9850001,1.8750001,0.59,1.23,100,130,0.037,0.006,0.037,-0.016,0.0,0,0,0,3,1,18,0
20034664,0,0,0,1540448246924455,282418750,1129934289,130098,0,368264600,0.17,2.3966563,0,0,0.98,1.866,0.59,1.23,100,130,0.024,-0.016,-0.018000001,-0.010000001,0.0,0,0,0,3,1,18,0
20236665,0,0,0,1540448246924455,282418749,1129934290,130104,0,368264800,0.215,2.3966587,0,0,0.97400004,1.8560001,0.59,1.23,100,133,0.027,0.014,0.023000002,-0.022000002,0.0,0,0,0,3,1,18,0
20432554,0,0,0,1540448247924520,282418749,1129934290,130111,0,368265000,0.134,2.39666,0,0,0.96900004,1.8460001,0.59,1.23,100,133,0.027,-0.026,0.006,-0.003,0.0,0,0,0,3,1,18,0
20634713,0,0,0,1540448247924520,282418748,1129934290,130126,0,368265200,0.18300001,2.3966622,0,0,0.96400005,1.8360001,0.59,1.23,100,133,0.016,-0.016,-0.003,0.013,0.0,0,0,0,3,1,18,0
20832726,0,0,0,1540448247924520,282418747,1129934290,130141,0,368265400,0.21200001,2.3966646,0,0,0.95900005,1.8260001,0.59,1.23,100,133,0.027,0.015000001,-0.022000002,0.022000002,0.0,0,0,0,3,1,18,0
21034560,0,0,0,1540448247924520,282418747,1129934291,130171,0,368265600,0.24200001,2.3966675,0,0,0.95400006,1.817,0.59,1.23,100,133,0.033,0.015000001,0.029000001,-0.056,0.0,0,0,0,3,1,18,0
21226583,0,0,0,1540448247924520,282418747,1129934292,130202,0,368265800,0.16100001,2.3966691,0,0,0.94900006,1.8080001,0.59,1.23,101,138,0.011000001,-0.006,-0.010000001,0.002,0.0,0,0,0,3,1,18,0
21442691,0,0,0,1540448248924586,282418747,1129934293,130232,0,368266000,0.142,2.396671,0,0,0.94400007,1.7990001,0.59,1.23,101,138,0.018000001,0.017,0.003,0.001,0.0,0,0,0,3,1,18,0
21634642,0,0,0,1540448248924586,282418746,1129934293,130260,0,368266200,0.22500001,2.3966737,0,0,0.93900007,1.7910001,0.59,1.23,101,138,0.008,0.004,-0.007,-0.031000001,0.0,0,0,0,3,1,18,0
21833521,0,0,0,1540448248924586,282418746,1129934294,130290,0,368266400,0.21200001,2.3966758,0,0,0.93500006,1.7820001,0.59,1.23,101,138,0.033,0.028,0.017,0.035,0.0,0,0,0,3,1,18,0
22035809,0,0,0,1540448248924586,282418746,1129934295,130291,0,368266600,0.18900001,2.3966782,0,0,0.93000007,1.774,0.59,1.23,101,138,0.030000001,0.016,0.026,0.024,0.0,0,0,0,3,1,18,0
22237800,0,0,0,1540448248924586,282418746,1129934295,130301,0,368266800,0.25300002,2.396681,0,0,0.92600006,1.766,0.59,1.23,101,141,0.008,-0.008,0.0,-0.034,0.0,0,0,0,3,1,18,0
22433562,0,0,0,1540448249924651,282418746,1129934296,130326,0,368267000,0.246,2.396684,0,0,0.92100006,1.7580001,0.59,1.23,101,141,0.011000001,0.010000001,-0.003,0.021000002,0.0,0,0,0,3,1,18,0
22635909,0,0,0,1540448249924651,282418746,1129934296,130347,0,368267200,0.21300001,2.3966863,0,0,0.91700006,1.7500001,0.59,1.23,101,141,0.012,-0.001,-0.012,-0.019000001,0.0,0,0,0,3,1,18,0
22826643,0,0,0,1540448249924651,282418745,1129934297,130361,0,368267400,0.24900001,2.3966892,0,0,0.91200006,1.7420001,0.62,1.28,101,141,0.011000001,0.010000001,0.0050000004,0.043,0.0,0,0,0,3,1,17,0
23031588,0,0,0,1540448249924651,282418745,1129934297,130369,0,368267600,0.14400001,2.3966908,0,0,0.90800005,1.7350001,0.62,1.28,101,141,0.022000002,0.007,-0.021000002,-0.014,0.0,0,0,0,3,1,17,0
23232514,0,0,0,1540448249924651,282418745,1129934297,130399,0,368267800,0.24000001,2.3966932,0,0,0.90400004,1.728,0.62,1.28,101,140,0.015000001,-0.012,-0.008,-0.033,0.0,0,0,0,3,1,17,0
23449569,0,0,0,1540448250924717,282418745,1129934298,130428,0,368268000,0.141,2.3966951,0,0,0.90000004,1.7210001,0.62,1.28,101,140,0.022000002,0.022000002,-0.004,-0.011000001,0.0,0,0,0,3,1,17,0
23629519,0,0,0,1540448250924717,282418744,1129934298,130452,0,368268200,0.245,2.3966978,0,0,0.896,1.7140001,0.62,1.28,101,140,0.037,-0.0050000004,-0.037,0.062000003,0.0,0,0,0,3,1,17,0
23824516,0,0,0,1540448250924717,282418744,1129934298,130455,0,368268400,0.23700002,2.3967006,0,0,0.892,1.7070001,0.62,1.28,101,140,0.007,0.0050000004,-0.004,-0.038000003,0.0,0,0,0,3,1,17,0
24029522,0,0,0,1540448250924717,282418744,1129934298,130464,0,368268600,0.21400002,2.396703,0,0,0.88900006,1.7010001,0.62,1.28,101,140,0.031000001,-0.003,-0.031000001,0.024,0.0,0,0,0,3,1,17,0
24232550,0,0,0,1540448250924717,282418744,1129934299,130488,0,368268800,0.23600002,2.3967059,0,0,0.88500005,1.695,0.62,1.28,101,132,0.0050000004,0.0,0.0050000004,-0.014,0.0,0,0,0,3,1,17,0
24433541,0,0,0,1540448251924782,282418744,1129934300,130510,0,368269000,0.24100001,2.3967087,0,0,0.882,1.6890001,0.62,1.28,101,132,0.009000001,0.003,0.009000001,-0.026,0.0,0,0,0,3,1,17,0
24632527,0,0,0,1540448251924782,282418744,1129934300,130527,0,368269200,0.26000002,2.3967113,0,0,0.87900007,1.6830001,0.62,1.28,101,132,0.021000002,-0.010000001,0.018000001,-0.055000003,0.0,0,0,0,3,1,17,0
24832520,0,0,0,1540448251924782,282418744,1129934301,130555,0,368269400,0.261,2.3967147,0,0,0.87500006,1.6780001,0.59,1.23,101,132,0.014,0.009000001,-0.011000001,0.041,0.0,0,0,0,3,1,18,0
25032521,0,0,0,1540448251924782,282418744,1129934301,130571,0,368269600,0.13000001,2.396716,0,0,0.87200004,1.672,0.59,1.23,101,132,0.024,0.006,-0.023000002,-0.003,0.0,0,0,0,3,1,18,0
