timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
7690598,inf,1,0,0,0
8708499,inf,1,0,0,0
9715499,inf,1,0,0,0
10723502,inf,1,0,0,0
11733555,inf,1,0,0,0
12741419,inf,1,0,0,0
13745810,inf,1,0,0,0
14759509,inf,1,0,0,0
15769510,inf,1,0,0,0
16783115,inf,1,0,0,0
17795512,inf,1,0,0,0
18815510,inf,1,0,0,0
19831522,inf,1,0,0,0
20842163,inf,1,0,0,0
21849253,inf,1,0,0,0
22860626,inf,1,0,0,0
23867594,inf,1,0,0,0
24878666,inf,1,0,0,0
25889388,inf,1,0,0,0
26905370,inf,1,0,0,0
27924528,inf,1,0,0,0
28943879,inf,1,0,0,0
29950623,inf,1,0,0,0
30964658,inf,1,0,0,0
31967520,inf,1,0,0,0
32977526,inf,1,0,0,0
33991509,inf,1,0,0,0
35000836,inf,1,0,0,0
36004998,inf,1,0,0,0
37013028,inf,1,0,0,0
38026936,inf,1,0,0,0
39035548,inf,1,0,0,0
40051510,inf,1,0,0,0
41052604,inf,1,0,0,0
42069903,inf,1,0,0,0
43083829,inf,1,0,0,0
44099599,inf,1,0,0,0
45111525,inf,1,0,0,0
46122613,inf,1,0,0,0
47139533,inf,1,0,0,0
48157112,inf,1,0,0,0
49166825,inf,1,0,0,0
50176621,inf,1,0,0,0
51191382,inf,1,0,0,0
52210130,inf,1,0,0,0
53217595,inf,1,0,0,0
54232522,inf,1,0,0,0
55232985,inf,1,0,0,0
58265526,inf,1,0,0,0
59274689,inf,1,0,0,0
60279510,inf,1,0,0,0
61285530,inf,1,0,0,0
62293228,inf,1,0,0,0
63309510,inf,1,0,0,0
64316553,inf,1,0,0,0
65334299,inf,1,0,0,0
66335758,inf,1,0,0,0
67349917,inf,1,0,0,0
68366016,inf,1,0,0,0
69375787,inf,1,0,0,0
70376559,inf,1,0,0,0
71381510,inf,1,0,0,0
72395561,inf,1,0,0,0
73411522,inf,1,0,0,0
74427536,inf,1,0,0,0
75439524,inf,1,0,0,0
76460470,inf,1,0,0,0
77473511,inf,1,0,0,0
78484145,inf,1,0,0,0
79490818,inf,1,0,0,0
80493513,inf,1,0,0,0
81502653,inf,1,0,0,0
82507734,inf,1,0,0,0
83513549,inf,1,0,0,0
84520515,inf,1,0,0,0
85532528,inf,1,0,0,0
86550991,inf,1,0,0,0
87563510,inf,1,0,0,0
88583513,inf,1,0,0,0
89596417,inf,1,0,0,0
90610974,inf,1,0,0,0
91622217,inf,1,0,0,0
92631709,inf,1,0,0,0
93633366,inf,1,0,0,0
94642708,inf,1,0,0,0
95647907,inf,1,0,0,0
96668412,inf,1,0,0,0
97675765,inf,1,0,0,0
98678172,inf,1,0,0,0
99679510,inf,1,0,0,0
100700580,inf,1,0,0,0
101710120,inf,1,0,0,0
102710643,inf,1,0,0,0
106750070,inf,1,0,0,0
107752521,inf,1,0,0,0
108763988,inf,1,0,0,0
109779627,inf,1,0,0,0
110788510,inf,1,0,0,0
111798393,inf,1,0,0,0
112805337,inf,1,0,0,0
113818613,inf,1,0,0,0
114825552,inf,1,0,0,0
115831839,inf,1,0,0,0
116836512,inf,1,0,0,0
117848510,inf,1,0,0,0
118855137,inf,1,0,0,0
119869521,inf,1,0,0,0
120877521,inf,1,0,0,0
121887726,inf,1,0,0,0
122900524,inf,1,0,0,0
123907941,inf,1,0,0,0
124915156,inf,1,0,0,0
125920510,inf,1,0,0,0
126922565,inf,1,0,0,0
127939940,inf,1,0,0,0
128947947,inf,1,0,0,0
129954648,inf,1,0,0,0
130973524,inf,1,0,0,0
131990667,inf,1,0,0,0
133000599,inf,1,0,0,0
134012321,inf,1,0,0,0
135019781,inf,1,0,0,0
136033515,inf,1,0,0,0
137043475,inf,1,0,0,0
138054642,inf,1,0,0,0
139065526,inf,1,0,0,0
140084272,inf,1,0,0,0
141090698,inf,1,0,0,0
142107543,inf,1,0,0,0
143112510,inf,1,0,0,0
144126002,inf,1,0,0,0
145140534,inf,1,0,0,0
146143512,inf,1,0,0,0
147155929,inf,1,0,0,0
148171514,inf,1,0,0,0
149187510,inf,1,0,0,0
150188329,inf,1,0,0,0
151202947,inf,1,0,0,0
152205262,inf,1,0,0,0
153216262,inf,1,0,0,0
154225523,inf,1,0,0,0
155245238,inf,1,0,0,0
156258649,inf,1,0,0,0
158280554,inf,1,0,0,0
159288251,inf,1,0,0,0
160299778,inf,1,0,0,0
161310667,inf,1,0,0,0
162323578,inf,1,0,0,0
163345352,inf,1,0,0,0
164361298,inf,1,0,0,0
165375834,inf,1,0,0,0
166396510,inf,1,0,0,0
167410584,inf,1,0,0,0
168426114,inf,1,0,0,0
169430599,inf,1,0,0,0
170440608,inf,1,0,0,0
171457510,inf,1,0,0,0
172469533,inf,1,0,0,0
173472533,inf,1,0,0,0
174488521,inf,1,0,0,0
175501398,inf,1,0,0,0
176517525,inf,1,0,0,0
177535736,inf,1,0,0,0
181561551,inf,1,0,0,0
182578590,inf,1,0,0,0
183591743,inf,1,0,0,0
184605300,inf,1,0,0,0
185620517,inf,1,0,0,0
186630660,inf,1,0,0,0
187633518,inf,1,0,0,0
188637233,inf,1,0,0,0
189652519,inf,1,0,0,0
190656553,inf,1,0,0,0
191668273,inf,1,0,0,0
192681566,inf,1,0,0,0
193700677,inf,1,0,0,0
194708690,inf,1,0,0,0
195712178,inf,1,0,0,0
196731569,inf,1,0,0,0
197743510,inf,1,0,0,0
198751760,inf,1,0,0,0
199754765,inf,1,0,0,0
200766634,inf,1,0,0,0
201785521,inf,1,0,0,0
202797330,inf,1,0,0,0
203808522,inf,1,0,0,0
204826610,inf,1,0,0,0
205836565,inf,1,0,0,0
206857358,inf,1,0,0,0
207860796,inf,1,0,0,0
208876768,inf,1,0,0,0
209890655,inf,1,0,0,0
210900008,inf,1,0,0,0
211916515,inf,1,0,0,0
212926148,inf,1,0,0,0
214959532,inf,1,0,0,0
215973515,inf,1,0,0,0
216987510,inf,1,0,0,0
217996650,inf,1,0,0,0
219007985,inf,1,0,0,0
220020761,inf,1,0,0,0
221032430,inf,1,0,0,0
222051155,inf,1,0,0,0
223062650,inf,1,0,0,0
224080989,inf,1,0,0,0
225092478,inf,1,0,0,0
226103031,inf,1,0,0,0
227115638,inf,1,0,0,0
228130625,inf,1,0,0,0
229144557,inf,1,0,0,0
230149525,inf,1,0,0,0
231167748,inf,1,0,0,0
232172176,inf,1,0,0,0
233174689,inf,1,0,0,0
234191005,inf,1,0,0,0
235203734,inf,1,0,0,0
236209525,inf,1,0,0,0
237211460,inf,1,0,0,0
238223866,inf,1,0,0,0
239229568,inf,1,0,0,0
240247517,inf,1,0,0,0
241255541,inf,1,0,0,0
242259756,inf,1,0,0,0
243270950,inf,1,0,0,0
244282740,inf,1,0,0,0
245298400,inf,1,0,0,0
246315524,inf,1,0,0,0
247330656,inf,1,0,0,0
248349306,inf,1,0,0,0
249366923,inf,1,0,0,0
250382997,inf,1,0,0,0
251398956,inf,1,0,0,0
252413293,inf,1,0,0,0
253417533,inf,1,0,0,0
254424546,inf,1,0,0,0
255426620,inf,1,0,0,0
256445992,inf,1,0,0,0
257465840,inf,1,0,0,0
258479795,inf,1,0,0,0
259486934,inf,1,0,0,0
260498630,inf,1,0,0,0
261509242,inf,1,0,0,0
262525527,inf,1,0,0,0
263526147,inf,1,0,0,0
264543779,inf,1,0,0,0
265553521,inf,1,0,0,0
267571534,inf,1,0,0,0
268589108,inf,1,0,0,0
269604232,inf,1,0,0,0
270605575,inf,1,0,0,0
271620510,inf,1,0,0,0
272621363,inf,1,0,0,0
276671020,inf,1,0,0,0
277682792,inf,1,0,0,0
278695531,inf,1,0,0,0
279696229,inf,1,0,0,0
280709752,inf,1,0,0,0
281715546,inf,1,0,0,0
282726779,inf,1,0,0,0
283727512,inf,1,0,0,0
284744627,inf,1,0,0,0
285752527,inf,1,0,0,0
286757523,inf,1,0,0,0
287760514,inf,1,0,0,0
288767957,inf,1,0,0,0
289781300,inf,1,0,0,0
