timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
211129593,211129593,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211153595,211153595,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211177740,211177740,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211201546,211201546,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211221552,211221552,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211245578,211245578,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211269874,211269874,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211289592,211289592,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211313586,211313586,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211337563,211337563,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211361544,211361544,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211381532,211381532,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211401546,211401546,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211425787,211425787,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211445597,211445597,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211469592,211469592,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211493575,211493575,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211517548,211517548,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211541549,211541549,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
211565554,211565554,18,255,0,0,0,1511,1514,1533,1511,1816,1612,1094,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,0,0,4
