timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
7852486,225.12827,45.21,98650.0,1.1721252
7874575,225.29738,45.21,98648.0,1.1721014
7884449,225.7228,45.21,98643.0,1.172042
7894639,224.95915,45.21,98651.99,1.1721488
7916455,225.38457,45.21,98647.0,1.1720896
7927454,225.21281,45.21,98649.0,1.1721133
7938707,225.89455,45.21,98641.0,1.1720183
7960448,225.55368,45.21,98644.99,1.1720657
7970653,225.7228,45.21,98643.0,1.172042
7981448,225.55368,45.21,98644.99,1.1720657
8003608,225.38457,45.21,98647.0,1.1720896
8015807,225.29738,45.21,98648.0,1.1721014
8027461,225.80998,45.21,98642.0,1.1720301
8047751,225.46913,45.2,98646.0,1.1720777
8059411,225.46913,45.2,98646.0,1.1720777
8072507,225.38457,45.2,98647.0,1.1720896
8094570,225.55368,45.21,98644.99,1.1720657
8105485,225.29738,45.21,98648.0,1.1721014
8117033,225.80998,45.21,98642.0,1.1720301
8138033,225.38457,45.21,98647.0,1.1720896
8149055,225.12827,45.21,98650.0,1.1721252
8159436,225.38457,45.21,98647.0,1.1720896
8181095,225.46913,45.21,98646.0,1.1720777
8191436,225.38457,45.21,98647.0,1.1720896
8201725,224.95915,45.21,98651.99,1.1721488
8223451,225.38457,45.2,98647.0,1.1720896
8233925,225.7228,45.2,98643.0,1.172042
8244999,225.04372,45.2,98650.99,1.172137
8266483,224.95915,45.21,98651.99,1.1721488
8277441,225.7228,45.21,98643.0,1.172042
8289697,225.04372,45.21,98650.99,1.172137
8311457,225.38457,45.21,98647.0,1.1720896
8322094,225.21281,45.21,98649.0,1.1721133
8333003,225.21281,45.21,98649.0,1.1721133
8354474,225.55368,45.21,98644.99,1.1720657
8365790,225.46913,45.21,98646.0,1.1720777
8376448,225.38457,45.21,98647.0,1.1720896
8398532,225.38457,45.2,98647.0,1.1720896
8408450,225.12827,45.2,98650.0,1.1721252
8419449,225.12827,45.2,98650.0,1.1721252
8440449,225.12827,45.2,98650.0,1.1721252
8450844,225.29738,45.2,98648.0,1.1721014
8461850,225.63823,45.2,98644.0,1.1720539
8483457,225.46913,45.21,98646.0,1.1720777
8493962,225.21281,45.21,98649.0,1.1721133
8504458,225.12827,45.21,98650.0,1.1721252
8526626,225.7228,45.21,98643.0,1.172042
8537496,225.21281,45.21,98649.0,1.1721133
8548436,225.04372,45.21,98650.99,1.172137
8569436,225.29738,45.21,98648.0,1.1721014
8581258,225.7228,45.21,98643.0,1.172042
8592311,225.46913,45.21,98646.0,1.1720777
8612509,225.46913,45.21,98646.0,1.1720777
8624359,225.38457,45.21,98647.0,1.1720896
8634508,225.46913,45.21,98646.0,1.1720777
8656164,225.12827,45.21,98650.0,1.1721252
8666527,225.29738,45.21,98648.0,1.1721014
8676473,225.55368,45.21,98644.99,1.1720657
8698581,225.38457,45.2,98647.0,1.1720896
8709436,225.46913,45.2,98646.0,1.1720777
8720225,224.95915,45.2,98651.99,1.1721488
8740613,225.46913,45.2,98646.0,1.1720777
8752278,225.46913,45.2,98646.0,1.1720777
8762533,225.29738,45.2,98648.0,1.1721014
8784248,225.12827,45.21,98650.0,1.1721252
8794555,225.38457,45.21,98647.0,1.1720896
8804481,225.29738,45.21,98648.0,1.1721014
8826566,225.7228,45.2,98643.0,1.172042
8837444,225.46913,45.2,98646.0,1.1720777
8848270,225.55368,45.2,98644.99,1.1720657
8868660,225.38457,45.2,98647.0,1.1720896
8880212,225.29738,45.2,98648.0,1.1721014
8890570,225.38457,45.2,98647.0,1.1720896
8913122,225.29738,45.21,98648.0,1.1721014
8923445,225.29738,45.21,98648.0,1.1721014
8934541,225.04372,45.21,98650.99,1.172137
8956447,225.12827,45.2,98650.0,1.1721252
8966864,225.12827,45.2,98650.0,1.1721252
8977859,225.38457,45.2,98647.0,1.1720896
8999697,225.7228,45.21,98643.0,1.172042
9011336,225.46913,45.21,98646.0,1.1720777
9021447,225.12827,45.21,98650.0,1.1721252
9043454,225.63823,45.2,98644.0,1.1720539
9056350,225.21281,45.2,98649.0,1.1721133
9067466,225.63823,45.2,98644.0,1.1720539
9091480,225.46913,45.2,98646.0,1.1720777
9101436,225.29738,45.2,98648.0,1.1721014
9113318,225.63823,45.2,98644.0,1.1720539
9134568,225.46913,45.2,98646.0,1.1720777
9145439,225.80998,45.2,98642.0,1.1720301
9156304,225.63823,45.2,98644.0,1.1720539
9176641,225.38457,45.2,98647.0,1.1720896
9188316,225.21281,45.2,98649.0,1.1721133
9198614,225.7228,45.2,98643.0,1.172042
9220260,225.38457,45.2,98647.0,1.1720896
9230522,225.12827,45.2,98650.0,1.1721252
9241436,225.46913,45.2,98646.0,1.1720777
9263447,225.46913,45.2,98646.0,1.1720777
9275525,224.70285,45.2,98655.0,1.1721846
9286696,225.46913,45.2,98646.0,1.1720777
9308436,225.46913,45.2,98646.0,1.1720777
9318676,224.95915,45.2,98651.99,1.1721488
9329446,224.95915,45.2,98651.99,1.1721488
9350690,225.21281,45.2,98649.0,1.1721133
9361449,224.87196,45.2,98653.0,1.1721609
9372436,226.06364,45.2,98638.99,1.1719944
9393490,225.12827,45.21,98650.0,1.1721252
9403760,225.55368,45.21,98644.99,1.1720657
9414795,225.29738,45.21,98648.0,1.1721014
9436436,225.29738,45.2,98648.0,1.1721014
9446620,225.55368,45.2,98644.99,1.1720657
9457447,225.80998,45.2,98642.0,1.1720301
9478614,225.12827,45.2,98650.0,1.1721252
9489497,225.21281,45.2,98649.0,1.1721133
9500439,225.63823,45.2,98644.0,1.1720539
9521465,224.95915,45.2,98651.99,1.1721488
9532132,225.89455,45.2,98641.0,1.1720183
9542621,225.38457,45.2,98647.0,1.1720896
9564436,225.29738,45.2,98648.0,1.1721014
9574777,225.63823,45.2,98644.0,1.1720539
9585448,225.46913,45.2,98646.0,1.1720777
9606639,225.38457,45.2,98647.0,1.1720896
9617454,224.95915,45.2,98651.99,1.1721488
9628456,225.55368,45.2,98644.99,1.1720657
9651050,225.21281,45.2,98649.0,1.1721133
9661436,225.46913,45.2,98646.0,1.1720777
9672436,225.21281,45.2,98649.0,1.1721133
9694654,225.21281,45.21,98649.0,1.1721133
9705437,225.55368,45.21,98644.99,1.1720657
9716480,225.12827,45.21,98650.0,1.1721252
9737492,225.38457,45.2,98647.0,1.1720896
9748436,225.12827,45.2,98650.0,1.1721252
9759446,225.29738,45.2,98648.0,1.1721014
9780436,225.55368,45.2,98644.99,1.1720657
9791465,225.7228,45.2,98643.0,1.172042
9803946,225.89455,45.2,98641.0,1.1720183
9829893,224.87196,45.2,98653.0,1.1721609
9839509,225.21281,45.2,98649.0,1.1721133
9852555,225.38457,45.2,98647.0,1.1720896
9876432,225.12827,45.19,98650.0,1.1721252
9887412,225.21281,45.19,98649.0,1.1721133
9899704,225.12827,45.19,98650.0,1.1721252
9923705,225.38457,45.19,98647.0,1.1720896
9935388,225.38457,45.19,98647.0,1.1720896
9947631,225.7228,45.19,98643.0,1.172042
9969435,225.29738,45.19,98648.0,1.1721014
9980171,225.63823,45.19,98644.0,1.1720539
9991464,225.63823,45.19,98644.0,1.1720539
10011651,225.80998,45.19,98642.0,1.1720301
10023594,225.29738,45.19,98648.0,1.1721014
10036152,225.55368,45.19,98644.99,1.1720657
10057436,225.04372,45.19,98650.99,1.172137
10067735,225.55368,45.19,98644.99,1.1720657
10079391,225.55368,45.19,98644.99,1.1720657
10103393,225.38457,45.19,98647.0,1.1720896
10113476,225.9791,45.19,98640.0,1.1720064
10124291,226.06364,45.19,98638.99,1.1719944
10145447,224.87196,45.19,98653.0,1.1721609
10156648,225.80998,45.19,98642.0,1.1720301
10167439,225.38457,45.19,98647.0,1.1720896
10189436,225.29738,45.19,98648.0,1.1721014
10201034,224.78741,45.19,98654.0,1.1721727
10211482,225.63823,45.19,98644.0,1.1720539
10233124,225.38457,45.19,98647.0,1.1720896
10243448,225.12827,45.19,98650.0,1.1721252
10253868,225.21281,45.19,98649.0,1.1721133
10275458,225.12827,45.2,98650.0,1.1721252
10286559,225.21281,45.2,98649.0,1.1721133
10297491,225.89455,45.2,98641.0,1.1720183
10318534,225.55368,45.2,98644.99,1.1720657
10329010,225.46913,45.2,98646.0,1.1720777
10339481,225.12827,45.2,98650.0,1.1721252
10361070,224.87196,45.2,98653.0,1.1721609
10371437,225.21281,45.2,98649.0,1.1721133
10381560,225.7228,45.2,98643.0,1.172042
10403448,225.29738,45.2,98648.0,1.1721014
10414124,225.7228,45.2,98643.0,1.172042
10425028,225.29738,45.2,98648.0,1.1721014
10446495,225.29738,45.2,98648.0,1.1721014
10457848,225.12827,45.2,98650.0,1.1721252
10468447,225.63823,45.2,98644.0,1.1720539
10489836,225.55368,45.2,98644.99,1.1720657
10500493,225.63823,45.2,98644.0,1.1720539
10511448,225.04372,45.2,98650.99,1.172137
10533449,225.55368,45.2,98644.99,1.1720657
10544124,225.63823,45.2,98644.0,1.1720539
10554688,225.55368,45.2,98644.99,1.1720657
10576436,225.46913,45.19,98646.0,1.1720777
10586597,225.29738,45.19,98648.0,1.1721014
10597437,225.38457,45.19,98647.0,1.1720896
10620194,225.38457,45.2,98647.0,1.1720896
10630557,225.29738,45.2,98648.0,1.1721014
10640652,225.46913,45.2,98646.0,1.1720777
10662518,225.29738,45.19,98648.0,1.1721014
10673451,225.46913,45.19,98646.0,1.1720777
10684311,225.38457,45.19,98647.0,1.1720896
10704565,225.29738,45.2,98648.0,1.1721014
10716219,225.12827,45.2,98650.0,1.1721252
10726518,225.7228,45.2,98643.0,1.172042
10748136,225.55368,45.2,98644.99,1.1720657
10758552,225.21281,45.2,98649.0,1.1721133
10768491,225.21281,45.2,98649.0,1.1721133
10790514,225.12827,45.2,98650.0,1.1721252
10801451,225.21281,45.2,98649.0,1.1721133
10812375,225.38457,45.2,98647.0,1.1720896
10832487,224.95915,45.2,98651.99,1.1721488
10844294,225.38457,45.2,98647.0,1.1720896
10854522,225.12827,45.2,98650.0,1.1721252
10876174,225.7228,45.2,98643.0,1.172042
10886543,225.04372,45.2,98650.99,1.172137
10896491,225.63823,45.2,98644.0,1.1720539
10918584,225.9791,45.19,98640.0,1.1720064
10929772,225.12827,45.19,98650.0,1.1721252
10941003,225.46913,45.19,98646.0,1.1720777
10961548,225.89455,45.19,98641.0,1.1720183
10973109,225.80998,45.19,98642.0,1.1720301
10983533,225.55368,45.19,98644.99,1.1720657
11005099,224.70285,45.2,98655.0,1.1721846
11015451,225.38457,45.2,98647.0,1.1720896
11026497,225.46913,45.2,98646.0,1.1720777
11047452,225.38457,45.2,98647.0,1.1720896
11057773,225.29738,45.2,98648.0,1.1721014
11069058,225.7228,45.2,98643.0,1.172042
11090531,225.21281,45.2,98649.0,1.1721133
11101098,225.21281,45.2,98649.0,1.1721133
11111436,225.63823,45.2,98644.0,1.1720539
11132437,225.63823,45.2,98644.0,1.1720539
