timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
717275434,717275222,-0.3850009,0.3896198,0.00027899529,0.0,0.0,0.0,0.0,-1.0
717279473,717279222,-0.3846692,0.38886675,0.00015493936,0.0,0.0,0.0,0.0,-1.0
717283422,717283222,-0.38467637,0.3891357,4.0019862e-05,0.0,0.0,0.0,0.0,-1.0
717287467,717287222,-0.38482627,0.38972962,3.991823e-05,0.0,0.0,0.0,0.0,-1.0
717291636,717291222,-0.38496235,0.39021638,0.00025801407,0.0,0.0,0.0,0.0,-1.0
717295438,717295228,-0.38532996,0.38993526,0.00054425775,0.0,0.0,0.0,0.0,-1.0
717299474,717299222,-0.38561076,0.3893884,0.0005104959,0.0,0.0,0.0,0.0,-1.0
717303423,717303222,-0.38577184,0.38945422,0.00059361063,0.0,0.0,0.0,0.0,-1.0
717307461,717307222,-0.38591188,0.38962853,0.0006263815,0.0,0.0,0.0,0.0,-1.0
717311510,717311222,-0.38565934,0.38959432,0.0004702731,0.0,0.0,0.0,0.0,-1.0
717315526,717315228,-0.38574043,0.3895492,0.00033518998,0.0,0.0,0.0,0.0,-1.0
717319489,717319222,-0.38548568,0.3895316,0.00055846537,0.0,0.0,0.0,0.0,-1.0
717323441,717323222,-0.38493684,0.38971993,0.00044976856,0.0,0.0,0.0,0.0,-1.0
717327438,717327238,-0.3848941,0.39011934,0.00042613308,0.0,0.0,0.0,0.0,-1.0
717331491,717331222,-0.3850594,0.3905079,0.00065545685,0.0,0.0,0.0,0.0,-1.0
717335435,717335222,-0.38538307,0.3901471,0.00012722453,0.0,0.0,0.0,0.0,-1.0
717339552,717339222,-0.3855288,0.38951334,-3.777675e-05,0.0,0.0,0.0,0.0,-1.0
717343423,717343222,-0.3854592,0.38930643,0.00035461163,0.0,0.0,0.0,0.0,-1.0
717347468,717347251,-0.3856184,0.38955003,0.0003442728,0.0,0.0,0.0,0.0,-1.0
717351506,717351222,-0.38595885,0.38966754,0.0004423336,0.0,0.0,0.0,0.0,-1.0
717355432,717355222,-0.38588202,0.389365,0.00043296293,0.0,0.0,0.0,0.0,-1.0
717359482,717359222,-0.38557097,0.38927427,0.00049030996,0.0,0.0,0.0,0.0,-1.0
717363513,717363222,-0.3857418,0.3891636,0.0002260184,0.0,0.0,0.0,0.0,-1.0
717367438,717367231,-0.38532743,0.38966352,0.0005136627,0.0,0.0,0.0,0.0,-1.0
717371501,717371222,-0.3849557,0.39001635,0.00047465545,0.0,0.0,0.0,0.0,-1.0
717375436,717375222,-0.38467723,0.39012003,1.813597e-05,0.0,0.0,0.0,0.0,-1.0
717379467,717379222,-0.38487038,0.38988316,0.00013307275,0.0,0.0,0.0,0.0,-1.0
717383434,717383222,-0.3850954,0.39018878,0.00032735354,0.0,0.0,0.0,0.0,-1.0
717387681,717387253,-0.38522282,0.3899467,0.000724042,0.0,0.0,0.0,0.0,-1.0
717391545,717391241,-0.38571545,0.38964185,0.00053228665,0.0,0.0,0.0,0.0,-1.0
717395487,717395222,-0.38564083,0.3897009,0.00032374886,0.0,0.0,0.0,0.0,-1.0
717399450,717399222,-0.3854093,0.38975045,0.00016824047,0.0,0.0,0.0,0.0,-1.0
717404237,717404021,-0.385032,0.38940784,0.00036405597,0.0,0.0,0.0,0.0,-1.0
717409027,717408828,-0.38484284,0.3892329,0.00041895403,0.0,0.0,0.0,0.0,-1.0
717413060,717412821,-0.38472205,0.38918313,0.00046708,0.0,0.0,0.0,0.0,-1.0
717417022,717416821,-0.38458848,0.3895754,0.00057821296,0.0,0.0,0.0,0.0,-1.0
717421059,717420850,-0.38483942,0.39034832,0.00058321405,0.0,0.0,0.0,0.0,-1.0
717425089,717424821,-0.38511503,0.39034668,0.0003561315,0.0,0.0,0.0,0.0,-1.0
717429066,717428828,-0.38515916,0.39002806,0.00051745604,0.0,0.0,0.0,0.0,-1.0
717433052,717432821,-0.38567856,0.390101,0.00040635894,0.0,0.0,0.0,0.0,-1.0
717437022,717436821,-0.38611788,0.39003193,-8.760041e-05,0.0,0.0,0.0,0.0,-1.0
717441059,717440822,-0.3858012,0.3900651,0.00010908116,0.0,0.0,0.0,0.0,-1.0
717445033,717444834,-0.3852908,0.38978222,0.00034550633,0.0,0.0,0.0,0.0,-1.0
717449076,717448831,-0.38526472,0.38953236,0.00051929394,0.0,0.0,0.0,0.0,-1.0
717453071,717452821,-0.38549805,0.38895544,0.0003618594,0.0,0.0,0.0,0.0,-1.0
717457024,717456822,-0.38556498,0.38882542,0.00033196041,0.0,0.0,0.0,0.0,-1.0
717461058,717460821,-0.38543728,0.38933685,0.00043407836,0.0,0.0,0.0,0.0,-1.0
717465047,717464847,-0.38517004,0.39022598,0.00029542382,0.0,0.0,0.0,0.0,-1.0
717469068,717468828,-0.38482073,0.39067048,0.00033842443,0.0,0.0,0.0,0.0,-1.0
717473058,717472821,-0.38453117,0.39029515,0.0005449473,0.0,0.0,0.0,0.0,-1.0
717477033,717476821,-0.38491157,0.38991508,0.0005300493,0.0,0.0,0.0,0.0,-1.0
717481072,717480832,-0.38566417,0.38930705,0.0004190249,0.0,0.0,0.0,0.0,-1.0
717485019,717484822,-0.3857341,0.38927114,0.0007060505,0.0,0.0,0.0,0.0,-1.0
717489061,717488822,-0.3855708,0.38975278,0.0008509963,0.0,0.0,0.0,0.0,-1.0
717493075,717492822,-0.38511336,0.3897745,0.00026223462,0.0,0.0,0.0,0.0,-1.0
717497022,717496822,-0.3854328,0.38995734,0.00030472566,0.0,0.0,0.0,0.0,-1.0
717501069,717500828,-0.3854659,0.38951844,0.00028781217,0.0,0.0,0.0,0.0,-1.0
717505029,717504822,-0.38526917,0.38900942,0.00044158185,0.0,0.0,0.0,0.0,-1.0
717509078,717508831,-0.38523,0.38922182,0.00047524003,0.0,0.0,0.0,0.0,-1.0
717513095,717512821,-0.38548025,0.38908765,0.00032934928,0.0,0.0,0.0,0.0,-1.0
717517034,717516822,-0.38580072,0.38915998,0.0003487674,0.0,0.0,0.0,0.0,-1.0
717521067,717520828,-0.3858454,0.3898391,-0.0002047503,0.0,0.0,0.0,0.0,-1.0
717525025,717524821,-0.38580617,0.3903838,1.3916916e-05,0.0,0.0,0.0,0.0,-1.0
717529037,717528837,-0.3850143,0.39082643,0.00050562836,0.0,0.0,0.0,0.0,-1.0
717533049,717532821,-0.3844257,0.39076805,0.00029500635,0.0,0.0,0.0,0.0,-1.0
717537019,717536822,-0.3844018,0.39028096,3.5729052e-05,0.0,0.0,0.0,0.0,-1.0
717541069,717540830,-0.38456243,0.38962913,0.00027947195,0.0,0.0,0.0,0.0,-1.0
717545023,717544822,-0.3850475,0.3891179,0.00033773296,0.0,0.0,0.0,0.0,-1.0
717549065,717548861,-0.3856918,0.38908318,0.00065039325,0.0,0.0,0.0,0.0,-1.0
717553088,717552821,-0.38606143,0.3895918,0.00059416756,0.0,0.0,0.0,0.0,-1.0
717557020,717556822,-0.38590512,0.38986427,0.0005428903,0.0,0.0,0.0,0.0,-1.0
717561079,717560828,-0.3856883,0.39001653,0.0006517636,0.0,0.0,0.0,0.0,-1.0
717565029,717564821,-0.38515854,0.39016107,0.000607138,0.0,0.0,0.0,0.0,-1.0
717569061,717568852,-0.3848338,0.39003247,0.00022881536,0.0,0.0,0.0,0.0,-1.0
717573114,717572821,-0.38516513,0.38987994,0.0004170107,0.0,0.0,0.0,0.0,-1.0
717577022,717576822,-0.3855673,0.38947982,0.00040035034,0.0,0.0,0.0,0.0,-1.0
717581853,717581629,-0.38562888,0.3894604,0.0006552053,0.0,0.0,0.0,0.0,-1.0
717585829,717585622,-0.3855156,0.389111,0.00055965915,0.0,0.0,0.0,0.0,-1.0
717589856,717589639,-0.38550657,0.38906363,0.0005927288,0.0,0.0,0.0,0.0,-1.0
717593826,717593622,-0.3855292,0.38949403,0.00020706642,0.0,0.0,0.0,0.0,-1.0
717597829,717597654,-0.38557863,0.39001343,0.00024463198,0.0,0.0,0.0,0.0,-1.0
717601830,717601628,-0.38547897,0.38987932,0.00023354818,0.0,0.0,0.0,0.0,-1.0
717605830,717605622,-0.3850567,0.38948423,0.0005086856,0.0,0.0,0.0,0.0,-1.0
717609877,717609646,-0.38489124,0.38912567,0.00031155228,0.0,0.0,0.0,0.0,-1.0
717613892,717613642,-0.3850898,0.38920587,0.00033592785,0.0,0.0,0.0,0.0,-1.0
717617814,717617640,-0.38540336,0.38950834,0.00025827144,0.0,0.0,0.0,0.0,-1.0
717621867,717621628,-0.38557535,0.38969654,1.671305e-05,0.0,0.0,0.0,0.0,-1.0
717625827,717625622,-0.38566956,0.38962322,0.00039880676,0.0,0.0,0.0,0.0,-1.0
717629845,717629669,-0.38567463,0.3895968,0.00037279338,0.0,0.0,0.0,0.0,-1.0
717633851,717633622,-0.38575846,0.3898296,0.00032345377,0.0,0.0,0.0,0.0,-1.0
717637836,717637640,-0.38533804,0.39002004,0.00031816107,0.0,0.0,0.0,0.0,-1.0
717641838,717641628,-0.38477153,0.39002326,0.00017770681,0.0,0.0,0.0,0.0,-1.0
717645856,717645622,-0.3848639,0.38970518,0.00043211607,0.0,0.0,0.0,0.0,-1.0
717649862,717649675,-0.38529894,0.38983637,0.0006476451,0.0,0.0,0.0,0.0,-1.0
717653836,717653622,-0.38566917,0.3900401,0.00055257947,0.0,0.0,0.0,0.0,-1.0
717657819,717657640,-0.3852947,0.38957024,0.0002046827,0.0,0.0,0.0,0.0,-1.0
717661847,717661622,-0.38505173,0.38935843,0.0002595184,0.0,0.0,0.0,0.0,-1.0
717665841,717665622,-0.3850927,0.38974327,0.00014043335,0.0,0.0,0.0,0.0,-1.0
717669839,717669622,-0.38567007,0.38984266,2.1762773e-05,0.0,0.0,0.0,0.0,-1.0
717673838,717673622,-0.38591555,0.38988352,0.00030233394,0.0,0.0,0.0,0.0,-1.0
717677827,717677649,-0.38564903,0.3895976,0.0004879649,0.0,0.0,0.0,0.0,-1.0
717681854,717681622,-0.3855593,0.3896768,0.00020154422,0.0,0.0,0.0,0.0,-1.0
717685850,717685622,-0.38540792,0.38950506,0.00020766938,0.0,0.0,0.0,0.0,-1.0
717689860,717689622,-0.38514772,0.38956282,0.00026477198,0.0,0.0,0.0,0.0,-1.0
717693873,717693628,-0.38472074,0.38963857,0.00048804443,0.0,0.0,0.0,0.0,-1.0
717697872,717697661,-0.3846521,0.3896071,0.00014945022,0.0,0.0,0.0,0.0,-1.0
717701873,717701621,-0.38484812,0.38970423,0.00021712428,0.0,0.0,0.0,0.0,-1.0
717705848,717705622,-0.3851218,0.3895233,0.00034617283,0.0,0.0,0.0,0.0,-1.0
717709859,717709622,-0.38510668,0.38917017,0.00018749385,0.0,0.0,0.0,0.0,-1.0
717713850,717713653,-0.38532618,0.3891057,0.00039783755,0.0,0.0,0.0,0.0,-1.0
717717866,717717669,-0.38562182,0.38942528,0.00039778798,0.0,0.0,0.0,0.0,-1.0
717721871,717721622,-0.38550004,0.39019468,0.00052339677,0.0,0.0,0.0,0.0,-1.0
717725855,717725622,-0.3854602,0.38998562,0.0006312889,0.0,0.0,0.0,0.0,-1.0
717729860,717729622,-0.38543645,0.38985774,0.00028017207,0.0,0.0,0.0,0.0,-1.0
717733849,717733649,-0.38580912,0.38999918,0.00036484402,0.0,0.0,0.0,0.0,-1.0
717737871,717737649,-0.38604343,0.3901333,8.80301e-05,0.0,0.0,0.0,0.0,-1.0
717741908,717741657,-0.38584462,0.38960335,0.00012639044,0.0,0.0,0.0,0.0,-1.0
717746642,717746422,-0.38549304,0.38942885,0.00020650627,0.0,0.0,0.0,0.0,-1.0
717750694,717750436,-0.385268,0.38929835,0.0001661493,0.0,0.0,0.0,0.0,-1.0
717754728,717754428,-0.38553438,0.38937047,0.00033313126,0.0,0.0,0.0,0.0,-1.0
717758638,717758422,-0.3853437,0.3894998,0.00020512014,0.0,0.0,0.0,0.0,-1.0
717762682,717762426,-0.38525808,0.38946483,0.0005797876,0.0,0.0,0.0,0.0,-1.0
717766644,717766422,-0.3852711,0.38960606,0.00025185445,0.0,0.0,0.0,0.0,-1.0
717770675,717770422,-0.38545355,0.38967425,0.00021984043,0.0,0.0,0.0,0.0,-1.0
717774677,717774428,-0.38570705,0.38976464,0.00056408107,0.0,0.0,0.0,0.0,-1.0
717778631,717778422,-0.385599,0.39004657,0.000473309,0.0,0.0,0.0,0.0,-1.0
717783454,717783221,-0.38512915,0.39013284,0.00028396485,0.0,0.0,0.0,0.0,-1.0
717787422,717787222,-0.38478926,0.390189,0.00033854,0.0,0.0,0.0,0.0,-1.0
717791499,717791262,-0.38480213,0.38999394,0.00029061385,0.0,0.0,0.0,0.0,-1.0
717795473,717795222,-0.38488066,0.3893271,0.00037736454,0.0,0.0,0.0,0.0,-1.0
717799513,717799222,-0.38513562,0.38915783,0.00029668666,0.0,0.0,0.0,0.0,-1.0
717803463,717803222,-0.3852037,0.38917905,0.00029874427,0.0,0.0,0.0,0.0,-1.0
717807434,717807222,-0.3853588,0.3896968,0.0003914809,0.0,0.0,0.0,0.0,-1.0
717811497,717811237,-0.38535145,0.39023933,0.00056382065,0.0,0.0,0.0,0.0,-1.0
717815461,717815222,-0.38534456,0.3904076,0.00040444988,0.0,0.0,0.0,0.0,-1.0
717819441,717819222,-0.38561314,0.38999692,9.301468e-06,0.0,0.0,0.0,0.0,-1.0
717823659,717823222,-0.38624737,0.39015698,0.00034187722,0.0,0.0,0.0,0.0,-1.0
717827441,717827222,-0.38601542,0.38986823,0.00014044878,0.0,0.0,0.0,0.0,-1.0
717831485,717831273,-0.38549456,0.3894333,-0.00014105058,0.0,0.0,0.0,0.0,-1.0
717835458,717835222,-0.38526928,0.3891912,-1.781853e-05,0.0,0.0,0.0,0.0,-1.0
717839394,717839222,-0.38507164,0.38945943,0.00022254682,0.0,0.0,0.0,0.0,-1.0
717843473,717843222,-0.38497132,0.38969272,0.0005632068,0.0,0.0,0.0,0.0,-1.0
717847515,717847225,-0.3849092,0.38993433,0.0002936356,0.0,0.0,0.0,0.0,-1.0
717851494,717851225,-0.3847871,0.3900932,0.00035467744,0.0,0.0,0.0,0.0,-1.0
717855475,717855222,-0.38513327,0.3899326,0.00079621765,0.0,0.0,0.0,0.0,-1.0
717859403,717859222,-0.385496,0.38985932,0.0006289078,0.0,0.0,0.0,0.0,-1.0
717863458,717863222,-0.38565505,0.38977242,0.00032919744,0.0,0.0,0.0,0.0,-1.0
717867421,717867222,-0.3852934,0.39002308,0.00017820181,0.0,0.0,0.0,0.0,-1.0
717871552,717871222,-0.38495517,0.3898527,0.00017561464,0.0,0.0,0.0,0.0,-1.0
717875473,717875222,-0.38485557,0.38948342,0.0006711473,0.0,0.0,0.0,0.0,-1.0
717879446,717879222,-0.3850664,0.38944158,0.00058872247,0.0,0.0,0.0,0.0,-1.0
717883466,717883222,-0.38570175,0.38935053,0.00033017155,0.0,0.0,0.0,0.0,-1.0
717887436,717887230,-0.3858911,0.38912922,0.00056909607,0.0,0.0,0.0,0.0,-1.0
717891463,717891222,-0.38588387,0.388953,0.00043746733,0.0,0.0,0.0,0.0,-1.0
717895584,717895222,-0.38597408,0.3892764,0.00032911773,0.0,0.0,0.0,0.0,-1.0
717899491,717899261,-0.38542464,0.38975397,0.00024353187,0.0,0.0,0.0,0.0,-1.0
717903456,717903222,-0.3849097,0.3900856,0.00017169552,0.0,0.0,0.0,0.0,-1.0
717907430,717907222,-0.38502023,0.3900833,0.00023229272,0.0,0.0,0.0,0.0,-1.0
717911471,717911222,-0.38538933,0.3901143,0.00025264616,0.0,0.0,0.0,0.0,-1.0
717915455,717915247,-0.38593072,0.39010555,0.0004898759,0.0,0.0,0.0,0.0,-1.0
717919655,717919227,-0.38594222,0.3901918,0.00016577894,0.0,0.0,0.0,0.0,-1.0
717924264,717924021,-0.38573286,0.39001784,0.00017717786,0.0,0.0,0.0,0.0,-1.0
717929073,717928827,-0.38535196,0.38980025,7.530819e-05,0.0,0.0,0.0,0.0,-1.0
717933052,717932826,-0.3852248,0.3893708,0.00036185357,0.0,0.0,0.0,0.0,-1.0
717937050,717936822,-0.38507047,0.38862917,0.00040526787,0.0,0.0,0.0,0.0,-1.0
717941021,717940821,-0.3852841,0.3886734,0.0005488054,0.0,0.0,0.0,0.0,-1.0
717945063,717944822,-0.38566765,0.3891527,0.00035183656,0.0,0.0,0.0,0.0,-1.0
717949060,717948853,-0.38587102,0.38974392,0.00033917112,0.0,0.0,0.0,0.0,-1.0
717953122,717952863,-0.38571367,0.38966772,0.00050322217,0.0,0.0,0.0,0.0,-1.0
717957066,717956821,-0.38549554,0.38971537,0.00022297064,0.0,0.0,0.0,0.0,-1.0
717961018,717960822,-0.38527408,0.38968125,0.00034619385,0.0,0.0,0.0,0.0,-1.0
717965047,717964822,-0.3847838,0.3898636,0.00035413992,0.0,0.0,0.0,0.0,-1.0
717969060,717968854,-0.38495773,0.38963333,0.00012928635,0.0,0.0,0.0,0.0,-1.0
717973109,717972866,-0.38537234,0.38915253,0.0003251228,0.0,0.0,0.0,0.0,-1.0
717977021,717976822,-0.38569954,0.38919443,0.00035959165,0.0,0.0,0.0,0.0,-1.0
717981034,717980821,-0.38547474,0.38911596,0.00064360985,0.0,0.0,0.0,0.0,-1.0
717985070,717984821,-0.3854854,0.38922143,0.000320649,0.0,0.0,0.0,0.0,-1.0
717989035,717988821,-0.38551462,0.38955903,0.00023328036,0.0,0.0,0.0,0.0,-1.0
717993101,717992847,-0.38530308,0.38987136,0.00033086896,0.0,0.0,0.0,0.0,-1.0
717997018,717996821,-0.3851698,0.39019555,0.00043271185,0.0,0.0,0.0,0.0,-1.0
718001032,718000828,-0.38562128,0.3902235,0.00041216673,0.0,0.0,0.0,0.0,-1.0
718005044,718004821,-0.38577452,0.38945895,0.00029929992,0.0,0.0,0.0,0.0,-1.0
718009035,718008821,-0.38548267,0.38943145,0.000109912806,0.0,0.0,0.0,0.0,-1.0
718013102,718012821,-0.38537148,0.3897602,0.00014666091,0.0,0.0,0.0,0.0,-1.0
718017058,718016821,-0.38508937,0.38992697,2.9245904e-05,0.0,0.0,0.0,0.0,-1.0
718021028,718020828,-0.38527963,0.38988185,0.0004354276,0.0,0.0,0.0,0.0,-1.0
718025060,718024821,-0.3850949,0.3899033,0.000553618,0.0,0.0,0.0,0.0,-1.0
718029025,718028822,-0.38497204,0.3900915,0.000339771,0.0,0.0,0.0,0.0,-1.0
718033089,718032847,-0.38496915,0.38993603,0.00032778652,0.0,0.0,0.0,0.0,-1.0
718037061,718036821,-0.38539204,0.38950107,0.0005145829,0.0,0.0,0.0,0.0,-1.0
718041028,718040828,-0.38532096,0.38922793,0.0006273114,0.0,0.0,0.0,0.0,-1.0
718045055,718044821,-0.3853832,0.38939035,0.00063343183,0.0,0.0,0.0,0.0,-1.0
718049035,718048822,-0.38554442,0.39000216,0.00079268793,0.0,0.0,0.0,0.0,-1.0
718053099,718052852,-0.38584194,0.3901626,0.00056373555,0.0,0.0,0.0,0.0,-1.0
718057047,718056821,-0.3855382,0.39020392,0.0004912302,0.0,0.0,0.0,0.0,-1.0
718061042,718060828,-0.38490573,0.39016098,0.00049658737,0.0,0.0,0.0,0.0,-1.0
718065072,718064821,-0.3847623,0.38997895,0.00025919854,0.0,0.0,0.0,0.0,-1.0
718069024,718068822,-0.3849863,0.3896208,8.763303e-06,0.0,0.0,0.0,0.0,-1.0
718073060,718072822,-0.38539532,0.3892825,-2.4034596e-05,0.0,0.0,0.0,0.0,-1.0
718077058,718076821,-0.38537523,0.3889748,0.00021913434,0.0,0.0,0.0,0.0,-1.0
718081031,718080831,-0.38567775,0.3893956,5.8973117e-05,0.0,0.0,0.0,0.0,-1.0
718085053,718084821,-0.38616413,0.39023256,0.00033025857,0.0,0.0,0.0,0.0,-1.0
718089018,718088821,-0.38617587,0.39047468,0.0005660102,0.0,0.0,0.0,0.0,-1.0
718093071,718092828,-0.38592628,0.39029118,0.00023320667,0.0,0.0,0.0,0.0,-1.0
718105066,718104822,-0.3844933,0.3893885,0.0003121723,0.0,0.0,0.0,0.0,-1.0
718109021,718108822,-0.3852118,0.38933355,0.00055513467,0.0,0.0,0.0,0.0,-1.0
718113064,718112828,-0.38546562,0.38939744,0.00043429388,0.0,0.0,0.0,0.0,-1.0
718117063,718116847,-0.38573492,0.38991696,0.00014664014,0.0,0.0,0.0,0.0,-1.0
718121074,718120820,-0.38593256,0.39009047,-0.00012867362,0.0,0.0,0.0,0.0,-1.0
718125024,718124822,-0.3859146,0.39014408,-0.00017051399,0.0,0.0,0.0,0.0,-1.0
718129027,718128822,-0.3855616,0.3896742,0.00014017371,0.0,0.0,0.0,0.0,-1.0
718133097,718132828,-0.3852045,0.3893989,0.00020303126,0.0,0.0,0.0,0.0,-1.0
718137075,718136863,-0.38502476,0.38916963,0.0004138397,0.0,0.0,0.0,0.0,-1.0
718141079,718140852,-0.38539684,0.38960814,0.00038502357,0.0,0.0,0.0,0.0,-1.0
718145035,718144821,-0.38590452,0.3901341,0.00019608527,0.0,0.0,0.0,0.0,-1.0
718149032,718148821,-0.38594246,0.3898247,3.7405942e-05,0.0,0.0,0.0,0.0,-1.0
718153056,718152827,-0.38565585,0.3892478,0.00010868635,0.0,0.0,0.0,0.0,-1.0
718157031,718156821,-0.38519412,0.38923138,0.00052999466,0.0,0.0,0.0,0.0,-1.0
718161073,718160822,-0.38519478,0.3899324,0.00028264328,0.0,0.0,0.0,0.0,-1.0
718165020,718164822,-0.38542268,0.39031398,0.00015066753,0.0,0.0,0.0,0.0,-1.0
718169030,718168821,-0.3851767,0.3901144,0.00059570716,0.0,0.0,0.0,0.0,-1.0
718173079,718172828,-0.38526332,0.39001796,0.00080360344,0.0,0.0,0.0,0.0,-1.0
718177028,718176822,-0.38542166,0.3895646,0.00031917891,0.0,0.0,0.0,0.0,-1.0
718181107,718180821,-0.38550875,0.38941047,0.0003160791,0.0,0.0,0.0,0.0,-1.0
718185065,718184827,-0.38567036,0.38924938,6.5757406e-05,0.0,0.0,0.0,0.0,-1.0
718189825,718189621,-0.38579232,0.38958544,-0.00016652995,0.0,0.0,0.0,0.0,-1.0
718193882,718193628,-0.38547546,0.38979986,3.808113e-05,0.0,0.0,0.0,0.0,-1.0
718197893,718197640,-0.38509616,0.39010152,0.00048109013,0.0,0.0,0.0,0.0,-1.0
718201872,718201627,-0.38517335,0.38975257,0.0008584858,0.0,0.0,0.0,0.0,-1.0
718205904,718205622,-0.38545546,0.38994431,0.0005766968,0.0,0.0,0.0,0.0,-1.0
718209837,718209632,-0.38510916,0.38965455,0.00022309423,0.0,0.0,0.0,0.0,-1.0
718213870,718213628,-0.38489172,0.38926855,0.0003851096,0.0,0.0,0.0,0.0,-1.0
718217896,718217678,-0.38516164,0.38916445,0.0004945486,0.0,0.0,0.0,0.0,-1.0
718221880,718221635,-0.3858383,0.38941568,0.0003595281,0.0,0.0,0.0,0.0,-1.0
718225873,718225622,-0.38627476,0.3901411,4.3349737e-05,0.0,0.0,0.0,0.0,-1.0
718229831,718229622,-0.3859467,0.3901606,0.00024856543,0.0,0.0,0.0,0.0,-1.0
718233866,718233622,-0.38544878,0.38976556,0.00073457434,0.0,0.0,0.0,0.0,-1.0
718237874,718237654,-0.38508838,0.38923436,0.0004553564,0.0,0.0,0.0,0.0,-1.0
