timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
753610422,0.21962053,-1.3422412,0.40253645,4000,0,6.225962,18.492374,-3.5061288,4000
753614426,0.7956447,1.3223034,-0.25959662,4004,0,-1.9831135,-2.1961443,-8.522655,4004
753618439,0.12733634,-0.6238918,-0.11475095,4013,0,-2.6128747,-15.264193,-16.257336,4013
753622432,-0.40306312,0.55599946,0.279576,3993,0,1.3583726,7.815066,-2.728192,3993
753626428,0.16549735,0.1463582,0.221246,3996,0,6.040821,10.91389,-11.957187,3996
753630422,0.92139214,-0.3824003,-0.48372492,3994,0,-5.8664503,-6.5176578,-13.448485,3994
753634422,-0.1425509,0.75802386,0.0060565495,4000,0,-2.8221202,-8.635448,-7.709556,4000
753638445,-0.1883247,-0.20668048,0.66087025,4023,0,8.029263,12.429624,-0.7876276,4023
753642430,0.9385022,0.41441247,-0.5154353,3985,0,0.8014794,3.7987092,-22.855707,3985
753646428,0.044352025,-0.5431664,-0.14856529,3998,0,-8.371681,-11.637167,-7.9277415,3998
753650430,-0.058197442,0.8318814,0.4382117,4002,0,3.2289424,2.397754,4.5109773,4002
753654422,-0.00886201,0.29970044,0.29083833,3992,0,8.809743,9.409757,-23.47358,3992
753658422,0.9593761,-0.99311364,-0.609801,4000,0,-6.0696974,-1.0393845,-8.49965,4000
753662422,-0.41192266,0.905133,0.018919159,4000,0,-5.834983,-9.36307,-6.041139,4000
753666428,-0.24285406,-0.16556385,0.67963666,4006,0,9.102608,6.4640894,-1.1097034,4006
753670422,1.2199378,0.5184197,-0.14623998,3994,0,4.8569226,8.415295,-29.55258,3994
753674422,-0.90805167,-1.5278671,-0.8199932,4000,0,-10.507531,-9.099111,2.2485998,4000
753678422,0.89644885,1.968532,0.6518959,4000,0,-2.3319771,-1.8338103,0.67907685,4000
753682434,-0.3487885,-0.6197595,0.34679934,4012,0,12.694099,8.864669,-29.128702,4012
753686422,0.8728503,-0.69772357,-0.55425197,3988,0,-0.56035334,2.6586633,-0.6373145,3988
753690422,-0.55697656,0.2635885,-0.36764473,4000,0,-11.819826,-11.457337,-4.784881,4000
753694422,0.0057885097,0.5961838,0.8224068,4000,0,3.3465767,5.6779323,-11.2047205,4000
753698426,1.3561764,-0.26715815,-0.017598143,4004,0,13.605392,11.919049,-23.40313,4004
753702452,-1.1252844,-1.4446883,-0.97549796,4026,0,-6.1506124,-12.102456,8.259748,4026
753706434,0.6814564,1.6953154,0.23752563,3982,0,-12.1410675,-5.4376373,-8.9754305,3982
753710422,-0.47779083,-0.5300187,0.9246789,3988,0,9.94081,14.972696,-29.333052,3988
753714422,1.2298324,-0.92859143,-0.43197852,4000,0,10.3624735,5.0568852,3.1969864,4000
753718422,-0.7475922,0.20505594,-0.75896966,4000,0,-7.424631,-18.586123,0.15318307,4000
753722422,-0.3294135,0.4765048,0.41774875,4000,0,-6.1802363,2.8428056,-26.797325,4000
753726449,1.0877028,-0.9498258,0.71420103,4027,0,6.685233,18.826937,-12.849969,4027
753730422,-0.6082257,-0.31151232,-0.62903666,3973,0,2.1342695,-9.679574,10.908203,3973
753734422,0.59053946,1.1138583,-0.16451181,4000,0,-1.3136753,-9.39053,-21.444508,4000
753738428,-0.7899829,-1.5284559,0.45358393,4006,0,-0.4832735,11.409393,-17.927755,4006
753742422,0.8955466,0.4238231,0.09817807,3994,0,-0.21722445,7.1041093,1.0535537,3994
753746461,-0.10529231,-0.7064252,-0.58359176,4039,0,0.7631039,-14.697023,-5.194057,4039
753750422,-0.5722073,1.1728708,0.37658736,3961,0,0.9621186,1.7928151,-22.363066,3961
753754427,0.38887402,-2.0825102,0.28452364,4005,0,1.0964432,14.170871,-5.968944,4005
753758428,0.22614598,0.84288824,-0.41881153,4001,0,-3.0898604,-7.0027585,-3.5583103,4001
753762422,-0.34348208,-0.090000495,-0.040473092,3994,0,3.2739744,-8.53038,-13.673977,3994
753766467,-0.14951298,-0.9690695,0.38324243,4045,0,3.203139,10.46562,-11.779139,4045
753770422,-0.039344277,0.21796323,-0.2931132,3955,0,-5.8716993,2.874892,-5.9304147,3955
753774422,-0.07362831,-0.67394453,-0.2535249,4000,0,0.0014558479,-7.372952,-13.686188,4000
753778422,-0.2942688,0.66034216,0.091076575,4000,0,4.8637414,0.9000614,-5.7920637,4000
753782422,-0.057162978,-1.1735224,0.39103392,4000,0,3.4707232,6.9990654,-8.154588,4000
753786436,-0.018943334,-0.120676816,-0.6768875,4014,0,-6.284149,-4.0388646,-15.907709,4014
753790428,-0.5881931,-0.05450196,0.29436937,3992,0,-5.2686114,-3.2091317,-5.252217,3992
753794442,0.21044387,-0.1910341,0.25831938,4014,0,10.8056555,7.114349,-3.536654,4014
753798422,-0.2800101,0.046137583,-0.15109356,3980,0,6.965888,-0.7339589,-25.700861,3980
753802422,-0.40222076,-1.8458824,-0.637705,4000,0,-14.623902,-4.275626,1.4826547,4000
753806422,-0.118254595,1.7485228,0.21621856,4000,0,-7.4269633,3.9725814,-7.0199146,4000
753810429,-0.18419795,-0.8245595,0.7593279,4007,0,17.341568,2.8918076,-13.572678,4007
753814422,0.26462263,-0.5112695,-0.6036113,3993,0,8.623126,-1.296359,-14.951588,3993
753818422,-1.3837111,-1.0797217,-0.79999435,4000,0,-17.939096,-5.0189357,3.2994921,4000
753822422,0.66387486,1.5670882,0.77744734,4000,0,-6.259659,7.4506664,-12.256396,4000
753826422,-0.5002263,-0.7994391,0.41954878,4000,0,17.51032,3.1182294,-23.452333,4000
753830428,-0.1716508,-1.37008,-0.9462299,4006,0,3.1036725,-6.032564,7.2223287,4006
753834422,-0.14752524,1.0852002,-0.15709622,3994,0,-13.813818,-1.2846459,-6.2106967,3994
753838426,-1.1034741,-0.23112506,0.42966032,4004,0,0.17393258,6.650792,-32.113327,4004
753842422,1.1830001,-1.0788525,0.1712639,3996,0,8.948868,4.4991074,5.163548,3996
753846422,-1.1218307,0.3150617,-0.55293494,4000,0,-0.77886593,-11.172075,-7.3636885,4000
753850457,-0.6446979,0.32892588,0.14829811,4035,0,-7.196694,0.8718445,-11.249386,4035
753854439,0.8102842,-0.27237785,0.13987716,3982,0,5.725367,16.945301,-24.26356,3982
753858422,-0.7880082,-1.1985621,-0.07109255,3983,0,0.21661195,-4.332059,10.753653,3983
753862422,0.49130338,1.3649971,0.041952033,4000,0,-3.210877,-14.109828,-11.557307,4000
753866426,-1.879204,-0.39813212,-0.005253313,4004,0,2.3006902,5.3389225,-25.0803,4004
753870436,1.2953999,-0.5453376,0.3278334,4010,0,0.7105284,20.177351,-1.6881479,4010
753874446,-0.06330736,0.28281587,-0.33174494,4010,0,-3.349862,-9.6813,-2.7425451,4010
753878422,-1.7186477,0.593647,0.10435106,3976,0,1.7840785,-15.813561,-20.187319,3976
753882422,0.9818151,-0.7821109,0.25149038,4000,0,3.2381897,16.720057,-5.102253,4000
753886422,-0.06674899,0.18569571,-0.07536364,4000,0,-4.0150785,10.822137,-10.445885,4000
753890422,-0.6949613,0.39060512,-0.14247236,4000,0,-0.73284864,-16.790558,-8.231954,4000
753894450,0.5563593,0.27107468,0.11553174,4028,0,4.8793755,-0.5719665,-12.51143,4028
753898422,-1.1337788,-0.7856823,-0.14900745,3972,0,-2.2792454,14.49308,-6.586641,3972
753902422,1.2704266,1.5077165,0.13525781,4000,0,-3.4574006,-2.942146,-12.650337,4000
753906422,-1.3706702,-1.2284762,-0.13054422,4000,0,4.6152706,-11.008948,-9.489403,4000
753910422,0.26522827,1.2092152,-0.20300184,4000,0,-1.9029388,9.698436,-2.3153174,4000
753914435,0.35883498,-0.263692,0.065752596,4013,0,0.71369004,4.9327374,-19.084963,4013
753918422,-1.4085573,0.09552308,0.13565841,3987,0,-0.56145537,-8.639503,-6.5046372,3987
753922438,1.0324395,0.3815291,-0.24822362,4016,0,-1.2690445,4.79348,-8.503567,4016
753926422,-0.8427385,0.23675388,0.007775726,3984,0,1.5171679,3.4158556,-7.466667,3984
753930422,0.16781364,0.46090055,0.28729868,4000,0,3.043149,-5.294998,-12.381099,4000
753934447,-0.08192995,-0.44036722,-0.2103309,4025,0,-2.932926,4.2985907,-15.713291,4025
753938422,-0.21974675,0.45131972,-0.14756478,3975,0,-5.384711,2.1202657,1.818924,3975
753942428,0.64049727,1.0371755,0.4067133,4006,0,8.134103,-2.171275,-10.99229,4006
753946422,-1.2198682,-0.7746698,-0.18278986,3994,0,3.9843717,-0.29939222,-19.85176,3994
753950426,0.9626259,0.21725056,-0.18300286,4004,0,-10.352786,5.54037,-0.40532932,4004
753954453,-0.18325694,1.1518161,-0.002714745,4027,0,-0.2884379,-2.8315961,-4.02591,4027
753958422,-1.0881661,-0.24772099,0.35794285,3969,0,10.519833,-1.7792181,-16.948236,3969
753962428,1.3052825,0.14949204,-0.20115115,4006,0,-0.58992094,9.2289505,-15.372889,4006
753966422,-1.2274615,-0.40905824,-0.31843463,3994,0,-11.235728,-5.1188803,5.9103975,3994
753970422,0.8763303,1.8744353,0.4348777,4000,0,4.99709,-1.7292781,-13.656582,4000
753974422,-1.1698512,-1.0623904,0.17118858,4000,0,10.311819,5.859919,-21.658888,4000
753978423,1.2382064,-0.086314924,-0.51393676,4001,0,-9.690444,5.4772763,1.0483418,4001
753982422,-0.19283023,1.2496085,0.01083132,3999,0,-3.8419344,-9.659069,-1.95452,3999
753986430,-0.84003407,-0.3660774,0.6113107,4008,0,11.732136,0.6452839,-22.157843,4008
753990422,1.3954601,-0.0686108,-0.29191017,3992,0,-1.0166116,11.262113,-8.40705,3992
753994422,-0.8203395,-0.18027829,-0.46083328,4000,0,-11.053125,-4.955946,-0.5394506,4000
753998422,0.6708607,1.5125381,0.48395956,4000,0,4.5032077,-4.866809,-9.816513,4000
754002448,-0.36570632,-0.7774908,0.30992857,4026,0,12.19566,8.701684,-21.773436,4026
754006422,0.46355623,-0.6645511,-0.75753653,3974,0,-8.557371,2.7057197,3.9376335,3974
754010422,0.14857431,1.520937,0.10039841,4000,0,-7.0667086,-10.147648,-9.907169,4000
754014429,-0.60392797,-0.6514662,0.5026106,4007,0,10.413994,4.9361515,-18.999502,4007
754018447,1.3559157,-0.11699461,-0.15692122,4018,0,3.2657897,11.383236,-4.940563,4018
754022451,-1.0231773,-0.17526218,-0.7283658,4004,0,-8.1885805,-11.72809,-1.7493936,4004
754026422,0.6470344,1.1219593,0.4108073,3971,0,-0.7349106,-1.0691272,-17.498955,3971
754030422,0.17192891,-1.1751201,0.42375433,4000,0,9.525453,13.856009,-13.294625,4000
754034433,0.6408617,0.2874391,-0.626007,4011,0,-2.1019986,-3.7867625,2.297277,4011
754038449,-0.36743003,-0.070637695,-0.25535688,4016,0,-6.8837137,-12.322396,-15.0571575,4016
754042436,0.21583898,0.42998195,0.62827355,3987,0,3.5760171,12.300594,-12.314839,3987
754046422,0.9904428,-0.72491056,-0.025484117,3986,0,8.75264,9.08773,-7.570888,3986
754050422,-0.57149905,-0.17319192,-0.72324777,4000,0,-6.5684757,-16.007198,-2.2205017,4000
754054428,0.6905232,0.78384125,0.23201372,4006,0,-7.075085,1.202915,-17.770176,4006
754058422,-0.46650222,-0.8790353,0.45651945,3994,0,7.854246,13.856445,-9.555266,3994
754062440,1.2698491,0.5792857,-0.30008355,4018,0,5.924464,-3.116615,-4.908019,4018
754066422,-0.92750746,-1.1772326,-0.45490724,3982,0,-7.253945,-9.482993,-11.118335,3982
754070422,0.8324598,1.3305992,0.24984358,4000,0,-6.246892,8.941676,-13.575114,4000
754074422,0.3728318,-0.9745198,0.42455092,4000,0,10.404035,4.40639,-6.4534593,4000
754078422,-0.025638178,0.13886893,-0.60013664,4000,0,2.621825,-8.262172,-9.995349,4000
754082422,0.39204994,-0.23398226,-0.14784753,4000,0,-11.020158,1.1036364,-6.3594627,4000
754086422,0.11817571,0.4238044,0.39126584,4000,0,2.6104693,8.872713,-16.549604,4000
754090453,0.585883,-0.31953683,0.045627438,4031,0,9.4829645,-3.5208654,-7.480643,4031
754094422,0.21038061,-0.71343166,-0.46104527,3969,0,-5.493328,-5.562473,-4.986966,3969
754098422,-0.46244282,1.1318218,-0.0053271228,4000,0,-6.39116,3.853583,-10.824091,4000
754102447,0.9812217,-0.8520224,0.60269755,4025,0,9.909012,7.822689,-15.923267,4025
754106422,0.16675606,-0.18320468,-0.6209724,3975,0,0.08595173,-2.9514086,-6.059533,3975
754110422,0.17751,-0.13708927,-0.11856817,4000,0,-7.8153734,-8.5916,-2.7817788,4000
754114422,-0.30994734,0.5917835,0.45726752,4000,0,5.2963977,5.917421,-14.712694,4000
754118422,0.3414084,-0.614752,0.023556607,4000,0,5.9246964,12.2043705,-20.214447,4000
754122448,1.1545686,-1.0090519,-0.66246676,4026,0,-8.037584,-9.466541,6.8438544,4026
754126428,-0.83209366,2.0955703,0.33191082,3980,0,-0.93628025,-10.857697,-11.483171,3980
754130422,-0.23594876,-1.9459618,0.3722077,3994,0,9.170981,13.380684,-19.381859,3994
754134422,1.5974153,0.62268955,-0.32703578,4000,0,-4.187638,12.348744,-8.356258,4000
754138422,-0.8891226,-0.7376981,-0.48495275,4000,0,-5.5870004,-18.292715,2.254391,4000
754142422,0.22040455,1.2054032,0.5994312,4000,0,4.65715,-4.1417756,-15.063965,4000
754146432,-0.29473904,-1.1640061,0.043408826,4010,0,6.0659304,17.670696,-21.433426,4010
754150453,0.7163082,-0.3648397,-0.5120018,4021,0,-9.04428,1.8262603,2.842064,4021
754154422,0.063763514,1.3802352,-0.047665298,3969,0,-0.18445554,-16.633835,-5.2030554,3969
754158422,-1.1306802,-1.036969,0.48231328,4000,0,8.804884,4.892351,-25.89377,4000
754162422,1.7767931,-0.07145065,-0.28263018,4000,0,-4.596061,15.660065,-6.4405084,4000
754166422,-1.0795192,-0.07493848,-0.38646993,4000,0,-5.3874173,-11.439581,2.2281315,4000
754170457,0.24323113,0.9447553,0.27665576,4035,0,6.5965548,-5.969391,-17.656036,4035
754174422,0.45220822,-0.96443117,0.25242576,3965,0,4.7221932,13.6303215,-17.217953,3965
754178422,-0.6496973,-0.3164855,-0.7517036,4000,0,-8.949943,-0.62996274,2.3937554,4000
754182422,0.6196912,1.2445885,0.22618328,4000,0,-1.7768855,-8.045299,-7.849345,4000
754186451,-0.49683422,-0.7772033,0.38073808,4029,0,10.323767,7.703734,-24.662031,4029
754190437,0.41324252,-0.24937467,-0.42486873,3986,0,1.0128299,5.2099996,-3.3115425,3986
754194422,-0.26101005,-0.40234724,-0.5204901,3985,0,-12.151069,-12.633254,2.099491,3985
754198422,-0.5233803,1.8928131,0.5162409,4000,0,1.2899294,4.3272634,-25.642212,4000
754202422,0.90641356,-1.9016639,0.3427732,4000,0,15.741658,11.665956,-9.555927,4000
754206448,-0.2532527,0.3604554,-0.73796886,4026,0,-4.235684,-7.5000677,4.314304,4026
754210445,-0.6546472,0.41291618,-0.39408606,3997,0,-13.453564,-8.169421,-17.148043,3997
754214422,0.42001665,-0.044825908,0.8300097,3977,0,4.274159,11.82025,-17.071508,3977
754218428,-0.16826282,-0.2977852,0.108533114,4006,0,13.927477,4.1075606,-2.7395298,4006
754222422,-0.1459143,-0.64647,-0.950173,3994,0,-5.1809454,-11.225854,-0.16242327,3994
754226422,0.0055512846,1.4755826,0.1737788,4000,0,-9.383059,2.4187863,-27.529724,4000
754230426,-0.7818667,-1.5997227,0.7667628,4004,0,5.5681877,11.029517,-6.760665,4004
754234422,1.0982635,0.67714274,-0.51488054,3996,0,4.737771,-5.889829,3.9413762,3996
754238428,-1.2158136,0.22595409,-0.28536084,4006,0,-2.6667545,-5.8743773,-19.276796,4006
754242422,0.0882925,-0.52801025,0.34402075,3994,0,-2.214259,9.331077,-17.553455,3994
754246433,0.314118,-0.0027450833,0.13534309,4011,0,1.3335025,2.7597857,2.602451,4011
754250422,-0.7196193,0.050978336,-0.4091885,3989,0,0.20902342,-8.016487,-13.058736,3989
754254422,0.45818374,0.42654684,0.046615303,4000,0,-0.16432683,2.485879,-12.361072,4000
754258429,-0.6416913,-0.73884267,0.3542103,4007,0,1.3142743,7.2379723,-10.811569,4007
754262422,0.18278643,0.3418041,-0.3872966,3993,0,-2.2214794,-4.008278,-8.655953,3993
754266422,0.10543029,-0.09291104,0.052024543,4000,0,0.53815824,-1.6684539,-5.8395467,4000
754270447,-0.79031944,0.40216088,0.1536941,4025,0,4.3196907,3.819036,-14.013583,4025
754274422,0.32676908,-0.71374273,-0.026851466,3975,0,-2.0765119,2.183067,-9.981231,3975
754278434,0.13294731,0.16728085,-0.19855183,4012,0,-4.7334714,-3.406118,-7.791588,4012
754282422,-0.70132023,0.65613735,0.043250952,3988,0,4.9262304,-1.3023367,-7.736742,3988
754286422,0.07840571,-0.69263184,0.3251679,4000,0,2.9925632,4.102775,-8.13405,4000
754290448,-0.12793806,0.41074696,-0.4117589,4026,0,-4.048765,4.1740046,-21.954224,4026
754294422,-0.168082,-0.60587746,-0.117863044,3974,0,-3.8280962,-5.901695,6.09511,3974
754298455,0.14601812,1.4005752,0.4613297,4033,0,7.714662,1.0179483,-12.802031,4033
754302422,-1.2764211,-1.3922497,-0.4006768,3967,0,2.3463848,3.386011,-17.424358,3967
754306422,1.1369987,0.5132592,-0.046329062,4000,0,-10.251693,4.004453,-8.501371,4000
754310428,-1.0043863,0.41892183,0.0904981,4006,0,2.1834981,-3.8914862,4.26982,4006
754314422,0.02764241,0.13156602,0.3451898,3994,0,9.652154,-0.62661946,-22.940046,3994
754318461,0.20962685,-0.6744206,-0.43453985,4039,0,-4.821203,4.3312325,-13.14829,4039
754322422,-0.7898765,0.13886745,-0.238386,3961,0,-9.125052,-0.20549414,5.4993486,3961
754326422,0.69693273,1.2745252,0.72277343,4000,0,7.457872,-0.115927726,-13.106859,4000
754330428,-0.7309399,-0.85305166,-0.16145581,4006,0,8.475062,0.9931021,-23.718237,4006
754334422,-0.03700132,-0.5922314,-0.758829,3994,0,-11.056272,-0.6643574,4.502622,3994
754338446,-0.07708825,1.6016585,0.48843727,4024,0,-3.8342023,2.2384813,-2.6817887,4024
754342426,-0.4748864,-0.26122656,0.44141176,3980,0,11.703391,0.73157316,-28.636364,3980
754346422,0.941121,-0.69839305,-0.5336479,3996,0,1.7136049,1.568205,-2.5407379,3996
754350436,-1.6668205,0.24190575,-0.5245653,4014,0,-12.101164,-4.817147,5.8683186,4014
754354447,0.6907826,1.4080868,0.87418014,4011,0,2.003898,5.317511,-26.691055,4011
754358422,0.19174032,-1.2100722,-0.03279096,3975,0,10.954558,3.9984102,-13.400503,3975
754362422,-0.5664642,-0.1728772,-0.9471138,4000,0,-2.399255,-6.154251,6.2065578,4000
754366422,-0.014740905,0.89783955,0.23980391,4000,0,-8.172848,-0.4137678,-4.6594954,4000
754370426,-0.18979675,0.5435734,0.61880237,4004,0,5.7159038,6.730154,-37.170563,4004
754374448,0.37415874,-1.8737422,-0.47443786,4022,0,4.3832464,0.84613216,8.773684,4022
754378428,-0.5148767,1.6401342,-0.21903428,3980,0,-5.6045103,-6.926894,3.5754976,3980
754382422,-0.28770307,0.024456907,0.14360425,3994,0,0.28790492,4.5969944,-32.36668,3994
754386422,0.7602114,-0.5304311,0.28999206,4000,0,3.8314412,6.8269773,-9.079387,4000
754390422,-1.1321375,-0.5085583,-0.34841725,4000,0,-0.29416266,-8.047883,7.679766,4000
754394422,0.5278087,1.1680592,0.022037918,4000,0,-2.523411,1.628219,-10.117798,4000
754398430,-0.11154621,0.096519925,0.06696588,4008,0,2.9192562,7.899119,-36.824787,4008
754402422,-0.2522363,-1.7741737,-0.051946726,3992,0,-1.3319482,-2.9355106,15.765192,3992
754406422,0.43862054,1.6634078,-0.123084776,4000,0,-1.4202935,-5.990314,-8.070933,4000
754410422,-1.0868852,-0.13668281,0.15516873,4000,0,2.7631543,8.032274,-22.737944,4000
754414422,1.6704396,-0.34761047,0.025823647,4000,0,1.7815355,6.9403844,-15.337574,4000
754418422,-1.5008248,-0.81411874,-0.34515464,4000,0,-5.4728465,-13.4947195,10.590864,4000
754422428,0.88841313,1.9883891,0.13851623,4006,0,1.2884203,4.4043517,-17.37484,4006
754426449,-0.49196815,-1.3591163,0.052189395,4021,0,7.0573974,8.48726,-19.667192,4021
754430422,0.3659891,0.20312612,-0.0051834653,3973,0,-4.6630287,-3.3118567,0.5757784,3973
754434434,0.053626586,-0.16228218,-0.28199834,4012,0,-4.3070006,-3.2525816,-8.006945,4012
754438451,-0.47012118,0.77185345,0.35783857,4017,0,4.5277705,5.874415,-14.060914,4017
754442428,0.65311354,-0.55421525,-0.0115461,3977,0,4.211023,-1.8739727,-10.053654,3977
754446446,-0.8757557,-0.6323669,-0.29126826,4018,0,-6.3178954,-1.226257,-8.549035,4018
754450422,0.5483451,1.2186342,0.01000527,3976,0,-1.9465623,7.2055516,-7.080429,3976
754454427,0.4376451,-0.69879776,0.29550594,4005,0,8.392379,-3.7669506,-11.179425,4005
754458448,-0.86908066,0.1803522,-0.34290642,4021,0,-1.7691416,-7.8719463,-14.473944,4021
754462422,0.39084074,-0.47975534,0.0030588657,3974,0,-7.3431625,11.337037,-3.3891485,3974
754466427,0.3635969,0.7859646,-0.016575728,4005,0,4.598741,6.1491466,-7.8102956,4005
754470422,-0.3897402,-0.29653785,0.28079617,3995,0,6.2127824,-13.246686,-12.097941,3995
754474422,0.08315873,-0.6895267,-0.38156924,4000,0,-4.8579645,-0.58097506,-16.029837,4000
754478422,-0.9145758,0.707509,0.11835431,4000,0,-5.705958,14.984056,1.9509954,4000
754482426,1.502458,-0.24414466,0.35431242,4004,0,8.647372,-1.2409875,-8.64526,4004
754486435,-1.1604431,0.22890604,-0.2939961,4009,0,2.3607833,-13.774787,-27.209257,4009
754490422,-0.25740105,-1.345324,-0.24950118,3987,0,-10.448318,7.8165174,8.530433,3987
754494422,0.84619516,1.6780193,0.53994334,4000,0,2.39006,11.086015,-9.256956,4000
754498422,-0.729852,-0.94443625,-0.024805581,4000,0,11.39378,-10.421614,-22.770594,4000
754502422,0.6886361,-0.43017256,-0.47392267,4000,0,-6.662925,-5.292025,-4.2520947,4000
754506422,-1.5142651,0.31760857,0.05195971,4000,0,-8.537285,12.335942,-0.6915121,4000
754510422,1.5364305,0.42614514,0.64737326,4000,0,8.258037,3.3948846,-14.305842,4000
754514428,-0.27968413,-0.5082832,-0.42499268,4006,0,6.834005,-11.284066,-21.397516,4006
754518422,-1.5001872,-1.0276469,-0.62179035,3994,0,-11.456196,-0.33040968,9.607057,3994
754522435,1.437788,1.9394227,0.88484454,4013,0,-1.4254546,13.685938,-15.8632145,4013
754526422,-1.1849511,-1.3601679,-0.011092584,3987,0,10.637475,-4.2882433,-20.449627,3987
754530422,0.9320967,0.09985238,-0.7583832,4000,0,-2.528709,-8.624443,-0.39340916,4000
754534428,-1.8710693,-0.0659561,0.2474504,4006,0,-6.572844,6.296575,-1.4095564,4006
754538426,1.280137,1.0204884,0.7762342,3998,0,5.0293155,9.041365,-26.319866,3998
754542436,0.10431468,-1.4997562,-0.807131,4010,0,3.9175951,-6.4992027,-8.178701,4010
754546422,-1.390235,0.41715392,-0.4182702,3986,0,-7.5857253,-6.3605165,7.3237677,3986
754550422,0.88797134,0.77510524,1.0230132,4000,0,1.0472388,10.260257,-21.030201,4000
754554422,-0.43117675,-0.5967131,-0.17116085,4000,0,7.242997,3.3717115,-21.80364,4000
754558422,0.29086268,-0.7997196,-0.9739846,4000,0,-2.976058,-9.040136,6.3746843,4000
754562422,-0.9244697,1.1299924,0.46439344,4000,0,-5.6381416,0.679593,-0.21356542,4000
754566430,0.34162214,0.339438,0.64569956,4008,0,6.6516848,9.459345,-40.18697,4008
754570422,0.31063294,-1.9009947,-0.74321735,3992,0,1.3073621,-1.9255567,7.1721263,3992
754574444,-0.83992964,1.6063763,-0.25744587,4022,0,-6.5746045,-9.041242,2.6089444,4022
754578422,-0.22061622,-0.23284031,0.7924534,3978,0,2.7394226,7.232124,-25.518272,3978
754582422,0.8842404,-0.09587917,-0.05557395,4000,0,6.2668753,10.709595,-19.389687,4000
754586422,-1.536954,-1.3982636,-0.7831312,4000,0,-4.8071694,-13.40673,12.168373,4000
754590422,0.84415317,2.0584836,0.6624192,4000,0,-3.7431686,-2.1247208,-10.459952,4000
754594437,-0.97173816,-0.4955025,0.34450367,4015,0,7.8048205,12.357449,-37.288483,4015
754598422,0.56672215,-1.6103519,-0.55430484,3985,0,-2.2999008,3.51411,12.497109,3985
754602422,0.08739062,1.8854882,-0.1336074,4000,0,-6.78449,-15.014254,-1.0268341,4000
754606454,-1.7397902,-0.20570138,0.66878176,4032,0,7.649686,3.6932333,-32.685196,4032
754610454,1.8353487,-0.81283516,0.098131955,4000,0,3.800059,17.322565,-7.7002916,4000
754614432,-1.3661494,-0.24573976,-0.9115823,3978,0,-10.303141,-11.174004,11.657232,3978
754618422,0.29503402,1.8748559,0.3589713,3990,0,0.90706706,-6.463294,-27.856403,3990
754622427,-0.23350093,-1.5589811,0.72307706,4005,0,9.181647,11.193539,-14.661553,4005
754626442,-0.08861251,0.093460426,-0.6057821,4015,0,-3.294414,3.6412933,5.582419,4015
754630422,0.32470194,0.7666567,-0.5158977,3980,0,-4.5632405,-10.698188,-11.584486,3980
754634440,-0.80336404,-0.037224956,0.93013024,4018,0,5.7159467,4.7381177,-23.136442,4018
754638422,-0.017974226,-1.0093218,-0.030553773,3982,0,1.390372,8.4966755,-0.24036399,3982
754642422,0.46460068,0.5772641,-0.7273282,4000,0,-6.242543,-8.408094,-4.508474,4000
754646428,-0.740642,0.8571553,0.5775445,4006,0,3.0522795,-0.6944526,-23.847996,4006
754650426,0.23930246,-1.5304487,0.3148225,3998,0,5.006157,10.192594,-2.0671713,3998
754654422,0.19867262,0.56835276,-0.73305106,3996,0,-5.0296407,-3.602707,-6.5610843,3996
754658422,-0.54032964,0.68506604,0.1817656,4000,0,-2.074472,-5.383468,-16.163116,4000
754662422,0.5853226,-1.0549341,0.5385707,4000,0,7.307802,8.305132,-10.697367,4000
754666422,-0.8198768,0.28298727,-0.42989793,4000,0,-3.6815166,-0.7481712,-1.8944085,4000
754670422,0.40451008,0.15523931,-0.20522195,4000,0,-3.4108918,-2.6040103,-15.608683,4000
754674422,-0.13476847,0.21861707,0.35718283,4000,0,4.7332835,2.9683855,-12.873246,4000
754678426,-0.35719156,-0.4724305,0.18913308,4004,0,1.90277,0.18589598,-2.7704797,4004
754682422,0.32427126,0.023587966,-0.5785381,3996,0,-5.34839,-1.3158215,-13.467003,3996
754686422,-0.63151145,0.67115676,0.43141693,4000,0,-1.2589277,4.6696477,-12.216753,4000
754690451,0.6008499,-0.4819218,0.27030373,4029,0,7.9341216,-1.4749602,-4.7106214,4029
754694422,-0.0886438,0.1488242,-0.35562617,3971,0,-1.0235186,-2.356185,-16.350101,3971
754698422,-0.75462365,-0.32595837,-0.2056649,4000,0,-8.200864,4.5570264,-4.6345882,4000
754702422,0.9886546,0.74908024,0.5794558,4000,0,3.3754036,6.044297,-10.766299,4000
754706426,-0.49638128,-0.6195604,-0.0644869,4004,0,6.0365815,-7.6349688,-10.922233,4004
754710448,0.19323674,0.1369611,-0.42753324,4022,0,-5.149653,-0.49476656,-7.4149065,4022
754714430,-0.4453909,0.11669871,0.18871292,3982,0,-3.3622036,7.21286,-6.3150606,3982
754718428,0.13919125,0.36375293,0.48854503,3998,0,4.5544105,-1.7916291,-12.222688,3998
754722449,0.47345853,-0.803544,-0.39673257,4021,0,1.6085168,-2.614581,-14.731862,4021
754726422,-1.1009805,0.24303342,-0.27314234,3973,0,-4.889891,-0.77699083,3.107504,3973
