timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
9934500,-0.46992317,-0.3036078,0.3796627
9956695,-0.47231808,-0.3024467,0.3796627
9978540,-0.47591045,-0.3036078,0.3796627
10002447,-0.47231808,-0.3024467,0.3796627
10026448,-0.47351554,-0.3001245,0.38224515
10049436,-0.47351554,-0.3024467,0.3796627
10072436,-0.474713,-0.3012856,0.3796627
10093448,-0.474713,-0.3001245,0.38224515
10117347,-0.47112063,-0.3001245,0.3796627
10138436,-0.47351554,-0.3024467,0.38482758
10160132,-0.47351554,-0.3012856,0.38353637
10182504,-0.47351554,-0.2989634,0.3796627
10206472,-0.47231808,-0.3012856,0.38353637
10229529,-0.47231808,-0.2989634,0.3809539
10253276,-0.474713,-0.3024467,0.3796627
10276972,-0.47231808,-0.3012856,0.3796627
10298449,-0.46992317,-0.3012856,0.38353637
10321483,-0.47231808,-0.3036078,0.3861188
10344338,-0.47351554,-0.3047689,0.38482758
10364660,-0.47591045,-0.3036078,0.38224515
10386465,-0.47112063,-0.3001245,0.3796627
10410439,-0.474713,-0.3001245,0.3796627
10434479,-0.47591045,-0.29780233,0.3809539
10458447,-0.46992317,-0.3024467,0.37837148
10481512,-0.47351554,-0.3036078,0.3796627
10504371,-0.47351554,-0.3001245,0.3809539
10528437,-0.474713,-0.3001245,0.3809539
10549450,-0.47710794,-0.3001245,0.38224515
10570478,-0.474713,-0.29780233,0.38353637
10594445,-0.47231808,-0.3024467,0.38482758
10616170,-0.47112063,-0.2989634,0.38353637
10637436,-0.474713,-0.3012856,0.38353637
10660956,-0.47591045,-0.3001245,0.38224515
10685160,-0.47351554,-0.2989634,0.38224515
10705446,-0.474713,-0.2989634,0.3796627
10728435,-0.474713,-0.3047689,0.38353637
10749447,-0.47112063,-0.3001245,0.3809539
10773194,-0.47710794,-0.3024467,0.38224515
10794436,-0.474713,-0.30593,0.3796627
10816495,-0.474713,-0.2989634,0.3809539
10840446,-0.474713,-0.3036078,0.37837148
10864954,-0.474713,-0.3036078,0.3796627
10887602,-0.47231808,-0.3047689,0.38224515
10909507,-0.47112063,-0.2989634,0.38353637
10931642,-0.47351554,-0.3012856,0.38224515
10955535,-0.47231808,-0.3036078,0.37837148
10979573,-0.4783054,-0.3047689,0.38482758
11002447,-0.474713,-0.3024467,0.37837148
11025960,-0.47112063,-0.3012856,0.3796627
11047726,-0.47112063,-0.3024467,0.3796627
11070445,-0.47112063,-0.3012856,0.3796627
11092436,-0.474713,-0.2989634,0.3809539
11116482,-0.474713,-0.3036078,0.3796627
11140437,-0.47112063,-0.3024467,0.38224515
11164498,-0.46992317,-0.3036078,0.37837148
11188446,-0.47231808,-0.3047689,0.3796627
11212436,-0.47231808,-0.3047689,0.37837148
11236494,-0.474713,-0.3036078,0.37837148
11260523,-0.4687257,-0.3047689,0.3809539
11284444,-0.474713,-0.3024467,0.37708026
11306452,-0.47351554,-0.3036078,0.37837148
11329436,-0.47710794,-0.3012856,0.3809539
11350436,-0.47710794,-0.3036078,0.38224515
11372446,-0.47231808,-0.3047689,0.3809539
11393445,-0.46992317,-0.3047689,0.37320665
11414436,-0.47112063,-0.3001245,0.37837148
11436375,-0.4687257,-0.3047689,0.3796627
11457428,-0.46992317,-0.3024467,0.38224515
11480543,-0.46752825,-0.3001245,0.3796627
11505245,-0.46752825,-0.3012856,0.38224515
11529127,-0.47112063,-0.30709106,0.37837148
11550446,-0.47351554,-0.3012856,0.3796627
11573165,-0.46992317,-0.3036078,0.3809539
11595635,-0.474713,-0.3036078,0.3796627
11618989,-0.47112063,-0.30593,0.3796627
11640498,-0.47231808,-0.3024467,0.37708026
11662559,-0.4687257,-0.3036078,0.3796627
11685757,-0.47231808,-0.3012856,0.3809539
11708436,-0.47231808,-0.3024467,0.3809539
11731815,-0.47112063,-0.3036078,0.3809539
11753448,-0.47231808,-0.30593,0.38482758
11776120,-0.47112063,-0.3024467,0.3796627
11797438,-0.47112063,-0.3001245,0.3809539
11818447,-0.47231808,-0.3012856,0.3796627
11842452,-0.4687257,-0.3012856,0.37837148
11864502,-0.474713,-0.30593,0.38353637
11887624,-0.47112063,-0.3012856,0.38224515
11910435,-0.46992317,-0.3047689,0.3809539
11933502,-0.47231808,-0.3024467,0.38353637
11955643,-0.47231808,-0.3024467,0.3861188
11979524,-0.47112063,-0.3012856,0.38224515
12003511,-0.46992317,-0.3047689,0.3796627
12027566,-0.47112063,-0.3047689,0.3809539
12054011,-0.47231808,-0.3047689,0.37708026
12077930,-0.47351554,-0.30593,0.3796627
12101757,-0.47351554,-0.3001245,0.3809539
12123538,-0.46992317,-0.3012856,0.38482758
12145759,-0.474713,-0.3024467,0.38353637
12168481,-0.47351554,-0.3001245,0.3809539
12190453,-0.47351554,-0.2989634,0.38224515
12213211,-0.474713,-0.3047689,0.3809539
12235573,-0.474713,-0.3047689,0.38482758
12257503,-0.47231808,-0.3012856,0.3796627
12279598,-0.47231808,-0.3047689,0.38482758
12303555,-0.474713,-0.3024467,0.38482758
12327541,-0.4783054,-0.3036078,0.3809539
12351618,-0.47112063,-0.3047689,0.38353637
12375616,-0.474713,-0.30593,0.3809539
12399601,-0.47351554,-0.3047689,0.3809539
12423542,-0.474713,-0.3024467,0.38482758
12446447,-0.47351554,-0.3001245,0.38353637
12469447,-0.47231808,-0.3012856,0.38482758
12491847,-0.474713,-0.3001245,0.38224515
12512478,-0.474713,-0.3047689,0.3809539
12536503,-0.4783054,-0.3024467,0.3861188
12559640,-0.47351554,-0.3036078,0.38353637
12582478,-0.47351554,-0.3024467,0.38224515
12604449,-0.47351554,-0.3036078,0.38353637
12627622,-0.47351554,-0.2989634,0.38353637
12649943,-0.474713,-0.3024467,0.38224515
12671615,-0.47591045,-0.3024467,0.38482758
12694436,-0.47710794,-0.3036078,0.3796627
12718746,-0.47112063,-0.3047689,0.3809539
12741439,-0.47351554,-0.3036078,0.38224515
12762439,-0.46992317,-0.3001245,0.3809539
12785436,-0.46992317,-0.3047689,0.38224515
12808513,-0.47112063,-0.3001245,0.38224515
12832358,-0.474713,-0.30593,0.38224515
12853506,-0.47351554,-0.3036078,0.38353637
12875573,-0.47112063,-0.3024467,0.3796627
12897440,-0.47112063,-0.3047689,0.3809539
12920436,-0.47591045,-0.3047689,0.3809539
12942447,-0.47231808,-0.30593,0.38224515
12964447,-0.474713,-0.3024467,0.38224515
12985436,-0.46992317,-0.3001245,0.3809539
13008436,-0.47351554,-0.3047689,0.3809539
13032472,-0.47112063,-0.30593,0.37837148
13055733,-0.46992317,-0.30593,0.37708026
13077439,-0.46992317,-0.3012856,0.38353637
13099590,-0.474713,-0.30593,0.37837148
13123601,-0.47112063,-0.30709106,0.38353637
13145571,-0.47231808,-0.3036078,0.37837148
13168454,-0.47112063,-0.3024467,0.3796627
13192436,-0.474713,-0.2989634,0.37837148
13215799,-0.47231808,-0.3001245,0.3809539
13239789,-0.4687257,-0.3036078,0.37837148
13261446,-0.47231808,-0.3024467,0.37708026
13285509,-0.47351554,-0.3036078,0.37837148
13308440,-0.46992317,-0.3036078,0.3796627
13331591,-0.47112063,-0.3036078,0.38224515
13353437,-0.47112063,-0.3047689,0.3809539
13374448,-0.47351554,-0.3012856,0.3809539
13400391,-0.47231808,-0.3036078,0.3809539
13421436,-0.4687257,-0.3024467,0.37708026
13443753,-0.47112063,-0.3047689,0.3796627
13464618,-0.4687257,-0.30709106,0.37708026
13488376,-0.47112063,-0.3024467,0.37708026
13509435,-0.47591045,-0.30593,0.3809539
13533508,-0.47231808,-0.3047689,0.3809539
13555700,-0.474713,-0.3047689,0.38482758
13577504,-0.47231808,-0.3012856,0.37837148
13600436,-0.474713,-0.3024467,0.37578905
13623956,-0.46992317,-0.30709106,0.37708026
13646437,-0.47231808,-0.30593,0.3796627
13671899,-0.474713,-0.30593,0.3796627
13693466,-0.4687257,-0.3012856,0.37578905
13715632,-0.47231808,-0.3047689,0.3796627
13737453,-0.47112063,-0.3024467,0.38224515
13759890,-0.47591045,-0.29780233,0.3796627
13783942,-0.47231808,-0.3036078,0.37837148
13805440,-0.46992317,-0.3047689,0.38224515
13827630,-0.47231808,-0.3012856,0.3796627
13849470,-0.47351554,-0.3012856,0.3809539
13872436,-0.474713,-0.30709106,0.37708026
13895812,-0.47351554,-0.30709106,0.38224515
13917446,-0.47231808,-0.3024467,0.3809539
13939656,-0.47351554,-0.3036078,0.37837148
13961447,-0.474713,-0.3047689,0.3861188
13983986,-0.47231808,-0.3047689,0.38224515
14005448,-0.47351554,-0.3001245,0.38224515
14029526,-0.47231808,-0.3036078,0.38224515
14052436,-0.46992317,-0.3047689,0.38224515
14075604,-0.47591045,-0.30593,0.3809539
14099637,-0.47591045,-0.3024467,0.38482758
14123757,-0.4783054,-0.3024467,0.38353637
14145491,-0.47710794,-0.3001245,0.38482758
14168502,-0.47351554,-0.3036078,0.38353637
14190552,-0.47351554,-0.3047689,0.38224515
14212498,-0.474713,-0.3012856,0.38353637
14233503,-0.47710794,-0.3024467,0.38353637
14255917,-0.47591045,-0.3024467,0.3861188
14279905,-0.47351554,-0.3024467,0.38353637
14301436,-0.47231808,-0.3024467,0.38353637
14323752,-0.4783054,-0.3024467,0.38353637
14345489,-0.474713,-0.3012856,0.38353637
14367907,-0.47231808,-0.3036078,0.38482758
14389448,-0.474713,-0.3047689,0.38224515
14411775,-0.47710794,-0.3036078,0.38224515
14433491,-0.47112063,-0.3047689,0.38353637
14456439,-0.47351554,-0.3047689,0.38353637
14478436,-0.474713,-0.3047689,0.38224515
14501435,-0.46992317,-0.3036078,0.38224515
14525436,-0.474713,-0.3047689,0.38224515
14547772,-0.474713,-0.30709106,0.38224515
14569462,-0.47351554,-0.30593,0.3796627
14592436,-0.474713,-0.3024467,0.3796627
14615858,-0.47591045,-0.3024467,0.37578905
14637440,-0.46992317,-0.3047689,0.3796627
14659662,-0.46992317,-0.3047689,0.3809539
14681436,-0.47112063,-0.3012856,0.3809539
14703969,-0.47351554,-0.30593,0.37837148
14725436,-0.4687257,-0.2989634,0.37837148
14747688,-0.474713,-0.3036078,0.3796627
14769445,-0.47231808,-0.30709106,0.37837148
14792439,-0.47231808,-0.30593,0.3809539
14816464,-0.46992317,-0.30709106,0.38353637
14837445,-0.47231808,-0.30593,0.3796627
14859689,-0.47112063,-0.3047689,0.37578905
14881436,-0.46752825,-0.3047689,0.37837148
14903986,-0.47351554,-0.3024467,0.3796627
14925439,-0.47231808,-0.3036078,0.3796627
14947593,-0.47351554,-0.30593,0.38224515
14971779,-0.47112063,-0.3024467,0.3796627
14993520,-0.46992317,-0.30709106,0.37578905
15016549,-0.46992317,-0.3024467,0.37837148
15039838,-0.47112063,-0.3001245,0.37708026
15061461,-0.46992317,-0.30941325,0.37837148
15083714,-0.47351554,-0.3047689,0.37449786
15105448,-0.4687257,-0.3036078,0.38353637
15127901,-0.47351554,-0.3036078,0.38224515
15149484,-0.47112063,-0.30593,0.3809539
15170482,-0.47231808,-0.3047689,0.3809539
15193448,-0.46992317,-0.3036078,0.3796627
15216443,-0.4687257,-0.3024467,0.38353637
15240443,-0.474713,-0.3036078,0.37837148
15263889,-0.46992317,-0.3024467,0.3796627
15285436,-0.46992317,-0.3036078,0.38353637
15307654,-0.47231808,-0.3047689,0.3796627
15329436,-0.474713,-0.3047689,0.3796627
15351889,-0.474713,-0.3036078,0.3796627
15373464,-0.46992317,-0.3012856,0.3796627
15395669,-0.47231808,-0.3036078,0.3809539
15416428,-0.47351554,-0.30709106,0.38224515
15436520,-0.47112063,-0.3036078,0.37837148
15459633,-0.47351554,-0.30709106,0.3796627
15480436,-0.474713,-0.3001245,0.38353637
15504436,-0.47591045,-0.30593,0.3796627
15527881,-0.47591045,-0.3047689,0.38482758
15549448,-0.474713,-0.3024467,0.38224515
15571693,-0.47710794,-0.3012856,0.38482758
15593451,-0.47112063,-0.3012856,0.38224515
15616971,-0.47351554,-0.3036078,0.3809539
15639975,-0.46992317,-0.3012856,0.38353637
15661481,-0.46992317,-0.30593,0.3796627
15683816,-0.47231808,-0.3012856,0.38224515
15705481,-0.47231808,-0.3036078,0.38353637
15727919,-0.474713,-0.3036078,0.38224515
15751936,-0.47351554,-0.3024467,0.38353637
15773436,-0.47112063,-0.3012856,0.38224515
15795692,-0.474713,-0.30593,0.38224515
15817436,-0.47710794,-0.3036078,0.38482758
15839904,-0.474713,-0.30593,0.38224515
15861466,-0.47231808,-0.3036078,0.38353637
15884551,-0.47112063,-0.3012856,0.3796627
15907546,-0.474713,-0.3024467,0.38353637
15930315,-0.47351554,-0.3047689,0.38482758
15951611,-0.47950286,-0.3036078,0.3809539
15974109,-0.4783054,-0.3024467,0.38482758
15997436,-0.47231808,-0.3047689,0.38224515
16020450,-0.47351554,-0.30593,0.38224515
16041436,-0.47351554,-0.3036078,0.38353637
16063655,-0.47112063,-0.3047689,0.3796627
16085436,-0.47591045,-0.3024467,0.38224515
16108486,-0.47351554,-0.3047689,0.38482758
16130436,-0.474713,-0.3047689,0.3809539
16153448,-0.47112063,-0.3012856,0.3796627
16175700,-0.46992317,-0.3036078,0.38353637
16199608,-0.47231808,-0.3036078,0.3796627
16221476,-0.47351554,-0.30593,0.38224515
16245470,-0.47231808,-0.3012856,0.3809539
16267921,-0.47112063,-0.3012856,0.3796627
16289482,-0.47112063,-0.3036078,0.37708026
16310525,-0.47112063,-0.3036078,0.3809539
16332476,-0.474713,-0.3036078,0.3796627
16354480,-0.474713,-0.3047689,0.38224515
16378448,-0.4687257,-0.3036078,0.3796627
16400447,-0.474713,-0.30593,0.37837148
16422479,-0.47591045,-0.3001245,0.37837148
16443995,-0.47351554,-0.3047689,0.3796627
16465450,-0.47231808,-0.3036078,0.3796627
16489469,-0.47231808,-0.30593,0.38224515
16511838,-0.474713,-0.3036078,0.3796627
16533475,-0.47231808,-0.3047689,0.38224515
16556469,-0.47231808,-0.3024467,0.3796627
16578436,-0.47112063,-0.30941325,0.38353637
16601513,-0.4687257,-0.3036078,0.3809539
16623781,-0.47112063,-0.30593,0.3809539
16645470,-0.47231808,-0.3047689,0.3796627
16667933,-0.47112063,-0.3036078,0.3809539
16689499,-0.47231808,-0.30709106,0.38224515
16711821,-0.4687257,-0.30593,0.3809539
16735774,-0.47231808,-0.3024467,0.3809539
16757481,-0.47351554,-0.3047689,0.3796627
16779902,-0.47351554,-0.3047689,0.3809539
16801500,-0.47351554,-0.3036078,0.3809539
16823541,-0.47231808,-0.3036078,0.37708026
16845598,-0.46992317,-0.3036078,0.3809539
16867659,-0.47231808,-0.30825216,0.3809539
16891535,-0.474713,-0.30593,0.3809539
16915617,-0.47231808,-0.3024467,0.3809539
16939544,-0.47231808,-0.3047689,0.3796627
16963583,-0.47231808,-0.3047689,0.3796627
16987546,-0.46992317,-0.30593,0.38224515
17011592,-0.47231808,-0.3024467,0.3809539
17035668,-0.47231808,-0.3012856,0.3809539
17062067,-0.46992317,-0.3001245,0.38224515
17083654,-0.47231808,-0.3036078,0.38353637
17107535,-0.47231808,-0.3024467,0.3796627
17130095,-0.47591045,-0.3012856,0.37837148
17151557,-0.47591045,-0.30593,0.38224515
17174552,-0.474713,-0.30593,0.37708026
17198436,-0.474713,-0.3036078,0.38353637
17222510,-0.47351554,-0.3024467,0.38353637
17244470,-0.47231808,-0.3036078,0.3796627
17268448,-0.47351554,-0.3047689,0.38482758
17291620,-0.474713,-0.3047689,0.38482758
17313507,-0.4783054,-0.3036078,0.38224515
17335929,-0.474713,-0.3012856,0.38224515
17357465,-0.474713,-0.3024467,0.38482758
17379688,-0.47710794,-0.30941325,0.38353637
17401464,-0.474713,-0.3036078,0.38741
17424439,-0.47351554,-0.3024467,0.38224515
17447865,-0.47112063,-0.3001245,0.38482758
17471972,-0.474713,-0.3024467,0.3809539
17495904,-0.47112063,-0.3036078,0.3809539
17517448,-0.47351554,-0.2989634,0.38353637
17539728,-0.47112063,-0.3024467,0.38224515
17560478,-0.474713,-0.3024467,0.3796627
17583992,-0.474713,-0.30709106,0.38224515
17605436,-0.47231808,-0.3012856,0.3809539
17627702,-0.47231808,-0.3012856,0.3796627
17648449,-0.474713,-0.3036078,0.3796627
17671955,-0.47351554,-0.3036078,0.38224515
17693437,-0.47112063,-0.29780233,0.37837148
17715703,-0.47591045,-0.3036078,0.38353637
17737453,-0.47351554,-0.3012856,0.38224515
17759957,-0.47351554,-0.3024467,0.37837148
17781439,-0.47351554,-0.30593,0.38224515
17803657,-0.47112063,-0.3024467,0.38224515
17825489,-0.47112063,-0.3047689,0.38353637
17848478,-0.474713,-0.3047689,0.37837148
17870448,-0.47231808,-0.3036078,0.3796627
17891680,-0.47112063,-0.3047689,0.3809539
17913436,-0.47112063,-0.30593,0.3796627
17936436,-0.47351554,-0.3036078,0.3796627
17957436,-0.47351554,-0.3024467,0.3796627
17981493,-0.47231808,-0.3001245,0.37837148
18003870,-0.47231808,-0.3012856,0.3796627
18025470,-0.47351554,-0.30709106,0.3809539
18049316,-0.47231808,-0.2989634,0.37837148
18072002,-0.47112063,-0.3012856,0.37837148
18093435,-0.4687257,-0.3012856,0.3809539
18115634,-0.47591045,-0.3024467,0.38224515
18137448,-0.47112063,-0.3036078,0.3796627
18158436,-0.47231808,-0.3047689,0.38224515
18180466,-0.4663308,-0.3047689,0.37708026
18202436,-0.47231808,-0.3012856,0.38224515
18224815,-0.47112063,-0.30593,0.38224515
18246470,-0.47112063,-0.3024467,0.37837148
18270486,-0.4687257,-0.3047689,0.37708026
18293303,-0.47231808,-0.3036078,0.38224515
18315564,-0.47231808,-0.3047689,0.38224515
18337547,-0.47231808,-0.3047689,0.3796627
18359513,-0.47351554,-0.3047689,0.37708026
18381447,-0.474713,-0.30825216,0.3809539
18404068,-0.46992317,-0.3012856,0.3809539
18425525,-0.474713,-0.3001245,0.3796627
18447669,-0.46992317,-0.30593,0.3796627
18469439,-0.47351554,-0.30593,0.37578905
18492047,-0.47112063,-0.30709106,0.3796627
18513436,-0.47351554,-0.3036078,0.37708026
18535650,-0.46992317,-0.3001245,0.3796627
18559791,-0.47351554,-0.3024467,0.3809539
18581465,-0.47351554,-0.3036078,0.38353637
18603982,-0.46992317,-0.3036078,0.37708026
18625465,-0.47112063,-0.3047689,0.37708026
18647626,-0.47351554,-0.3036078,0.37708026
18669465,-0.4687257,-0.3036078,0.3809539
18691972,-0.47112063,-0.3012856,0.38224515
18715886,-0.474713,-0.3036078,0.3796627
18737444,-0.46992317,-0.3047689,0.38353637
18759576,-0.474713,-0.3036078,0.3809539
18782473,-0.47351554,-0.3047689,0.38741
18805539,-0.47710794,-0.3001245,0.38482758
18827554,-0.47231808,-0.29664123,0.38353637
18851557,-0.47231808,-0.3012856,0.38224515
18873441,-0.46992317,-0.3024467,0.38353637
18895551,-0.47351554,-0.3012856,0.38353637
18917436,-0.47591045,-0.3047689,0.38224515
18939586,-0.47710794,-0.3024467,0.38353637
18961478,-0.47591045,-0.3012856,0.38482758
18984436,-0.47351554,-0.3024467,0.3809539
19006462,-0.4687257,-0.30593,0.38353637
19027660,-0.474713,-0.3024467,0.3796627
19051715,-0.47591045,-0.3024467,0.38224515
19073445,-0.47351554,-0.30593,0.38482758
19096436,-0.474713,-0.3012856,0.38353637
19120694,-0.474713,-0.3047689,0.37837148
19144793,-0.47950286,-0.3024467,0.38224515
19168759,-0.474713,-0.3012856,0.38224515
19190549,-0.47351554,-0.30709106,0.3796627
19214436,-0.47112063,-0.3036078,0.3809539
19238447,-0.47231808,-0.3036078,0.38224515
19260578,-0.474713,-0.30593,0.3809539
19284604,-0.47112063,-0.3024467,0.38224515
19308491,-0.474713,-0.30709106,0.3809539
19330445,-0.47591045,-0.3012856,0.38353637
19354436,-0.47112063,-0.3036078,0.38482758
19376715,-0.46992317,-0.3036078,0.37708026
19400645,-0.47351554,-0.30593,0.37837148
19425436,-0.47112063,-0.30593,0.3809539
19447599,-0.47351554,-0.3024467,0.37708026
19471619,-0.47351554,-0.3036078,0.37837148
19494560,-0.47231808,-0.3047689,0.3809539
19517263,-0.474713,-0.3024467,0.37708026
19538508,-0.47112063,-0.3024467,0.38224515
19563051,-0.474713,-0.3036078,0.3809539
19585437,-0.47231808,-0.3024467,0.38353637
19607533,-0.474713,-0.30593,0.3809539
19630865,-0.46992317,-0.30593,0.37837148
19653448,-0.46992317,-0.3047689,0.3796627
19675523,-0.46992317,-0.3024467,0.37837148
19697488,-0.47591045,-0.3047689,0.38224515
19721498,-0.46992317,-0.3024467,0.38482758
19744445,-0.47231808,-0.3047689,0.38224515
19766884,-0.46992317,-0.30593,0.3809539
19788436,-0.47231808,-0.3036078,0.3796627
19809436,-0.47231808,-0.3024467,0.38224515
19835157,-0.47112063,-0.3036078,0.3809539
19856449,-0.47231808,-0.3047689,0.3796627
19877447,-0.47112063,-0.30709106,0.38353637
19900446,-0.47231808,-0.3012856,0.37708026
19923094,-0.474713,-0.3047689,0.37837148
19947047,-0.474713,-0.3047689,0.3796627
19969557,-0.474713,-0.3036078,0.38224515
19993509,-0.474713,-0.30593,0.37837148
20015577,-0.47591045,-0.3036078,0.37837148
20038831,-0.47231808,-0.3047689,0.37837148
20061447,-0.47351554,-0.3036078,0.3809539
20086803,-0.47231808,-0.3012856,0.37837148
20108448,-0.4687257,-0.3024467,0.3809539
20131561,-0.47351554,-0.3036078,0.37708026
20153436,-0.47112063,-0.30825216,0.37837148
20176604,-0.47351554,-0.3012856,0.38224515
20198955,-0.474713,-0.3024467,0.3809539
20222914,-0.474713,-0.3047689,0.3809539
20245467,-0.474713,-0.3024467,0.3796627
20268447,-0.47351554,-0.3036078,0.3809539
20291096,-0.46992317,-0.3036078,0.38224515
20313448,-0.474713,-0.3024467,0.38224515
20336439,-0.47231808,-0.3047689,0.3796627
20358875,-0.4783054,-0.3036078,0.38224515
20380448,-0.46992317,-0.3024467,0.38224515
20403237,-0.474713,-0.3047689,0.3809539
20425448,-0.47591045,-0.3024467,0.3809539
20448505,-0.474713,-0.3024467,0.38224515
20472436,-0.47112063,-0.3012856,0.38224515
20494933,-0.47710794,-0.3012856,0.38353637
20516436,-0.47231808,-0.3036078,0.38353637
20539597,-0.474713,-0.3024467,0.3809539
20561436,-0.474713,-0.3001245,0.38353637
20584436,-0.47710794,-0.3001245,0.38482758
20606826,-0.47351554,-0.3036078,0.38353637
20629436,-0.47231808,-0.30709106,0.38353637
20651574,-0.47591045,-0.3036078,0.3809539
